Date,Book,Author,Year,Genre
January 6,Double Cross,James Patterson,2008,fiction
January 13,A Thousand Splendid Suns,Khaled Hosseini,2008,fiction
January 20,A Thousand Splendid Suns,Khaled Hosseini,2008,fiction
January 27,Plum Lucky,Janet Evanovich,2008,fiction
February 3,Plum Lucky,Janet Evanovich,2008,fiction
February 10,Duma Key,Stephen King,2008,fiction
February 17,The Appeal,John Grisham,2008,fiction
February 24,The Appeal,John Grisham,2008,fiction
March 2,The Appeal,John Grisham,2008,fiction
March 9,The Appeal,John Grisham,2008,fiction
March 16,The Appeal,John Grisham,2008,fiction
March 23,Change of Heart,Jodi Picoult,2008,fiction
March 30,Change of Heart,Jodi Picoult,2008,fiction
April 6,Change of Heart,Jodi Picoult,2008,fiction
April 13,Compulsion,Jonathan Kellerman,2008,fiction
April 20,Unaccustomed Earth,Jhumpa Lahiri,2008,fiction
April 27,Where Are You Now?,Mary Higgins Clark,2008,fiction
May 4,Hold Tight,Harlan Coben,2008,fiction
May 11,The Whole Truth,David Baldacci,2008,fiction
May 18,Sundays at Tiffany's,James Patterson and Gabrielle Charbonnet,2008,fiction
May 25,The Host,Stephenie Meyer,2008,fiction
June 1,The Host,Stephenie Meyer,2008,fiction
June 8,Odd Hours,Dean Koontz,2008,fiction
June 15,Blood Noir,Laurell K. Hamilton,2008,fiction
June 22,Nothing to lose,Lee Child,2008,fiction
June 29,Sail,James Patterson and Howard Roughan,2008,fiction
July 6,Fearless Fourteen,Janet Evanovich,2008,fiction
July 13,Fearless Fourteen,Janet Evanovich,2008,fiction
July 20,The Last Patriot,Brad Thor,2008,fiction
July 27,Tribute,Nora Roberts,2008,fiction
August 3,Tribute,Nora Roberts,2008,fiction
August 10,Moscow Rules,Daniel Silva,2008,fiction
August 17,Moscow Rules,Daniel Silva,2008,fiction
August 24,Acheron,Sherrilyn Kenyon,2008,fiction
August 31,Smoke Screen,Sandra Brown,2008,fiction
September 7,The Force Unleashed,Sean Williams,2008,fiction
September 14,Devil Bones,Kathy Reichs,2008,fiction
September 21,Dark Curse,Christine Feehan,2008,fiction
September 28,Anathem,Neal Stephenson,2008,fiction
October 5,The Story of Edgar Sawtelle,David Wroblewski,2008,fiction
October 12,The Story of Edgar Sawtelle,David Wroblewski,2008,fiction
October 19,The Lucky One,Nicholas Sparks,2008,fiction
October 26,The Lucky One,Nicholas Sparks,2008,fiction
November 2,The Brass Verdict,Michael Connelly,2008,fiction
November 9,Extreme Measures,Vince Flynn,2008,fiction
November 16,The Gate House,Nelson DeMille,2008,fiction
November 23,Divine Justice,David Baldacci,2008,fiction
November 30,The Christmas Sweater,Glenn Beck,2008,fiction
December 7,Cross Country,James Patterson,2008,fiction
December 14,Cross Country,James Patterson,2008,fiction
December 21,Scarpetta,Patricia Cornwell,2008,fiction
December 28,Scarpetta,Patricia Cornwell,2008,fiction
