Date,Book,Author,Year,Genre
January 5,Prey,Michael Crichton,2003,fiction
January 12,The Lovely Bones,Alice Sebold,2003,fiction
January 19,The Lovely Bones,Alice Sebold,2003,fiction
January 26,Crossroads of Twilight,Robert Jordan,2003,fiction
February 2,Crossroads of Twilight,Robert Jordan,2003,fiction
February 9,The Lovely Bones,Alice Sebold,2003,fiction
February 16,The Lovely Bones,Alice Sebold,2003,fiction
February 23,The King of Torts,John Grisham,2003,fiction
March 2,The King of Torts,John Grisham,2003,fiction
March 9,The King of Torts,John Grisham,2003,fiction
March 16,The King of Torts,John Grisham,2003,fiction
March 23,The Jester,James Patterson and Andrew Gross,2003,fiction
March 30,The King of Torts,John Grisham,2003,fiction
April 6,The Da Vinci Code,Dan Brown,2003,fiction
April 13,The Da Vinci Code,Dan Brown,2003,fiction
April 20,Birthright,Nora Roberts,2003,fiction
April 27,Armageddon,Tim LaHaye and Jerry B. Jenkins,2003,fiction
May 4,Armageddon,Tim LaHaye and Jerry B. Jenkins,2003,fiction
May 11,Armageddon,Tim LaHaye and Jerry B. Jenkins,2003,fiction
May 18,Armageddon,Tim LaHaye and Jerry B. Jenkins,2003,fiction
May 25,Armageddon,Tim LaHaye and Jerry B. Jenkins,2003,fiction
June 1,Naked Prey,John Sandford,2003,fiction
June 8,The Da Vinci Code,Dan Brown,2003,fiction
June 15,The Da Vinci Code,Dan Brown,2003,fiction
June 22,The Da Vinci Code,Dan Brown,2003,fiction
June 29,The Lake House,James Patterson,2003,fiction
July 6,The Da Vinci Code,Dan Brown,2003,fiction
July 13,The Da Vinci Code,Dan Brown,2003,fiction
July 20,Johnny Angel,Danielle Steel,2003,fiction
July 27,The Da Vinci Code,Dan Brown,2003,fiction
August 3,To the Nines,Janet Evanovich,2003,fiction
August 10,The Da Vinci Code,Dan Brown,2003,fiction
August 17,The Da Vinci Code,Dan Brown,2003,fiction
August 24,The Da Vinci Code,Dan Brown,2003,fiction
August 31,The Teeth of the Tiger,Tom Clancy,2003,fiction
September 7,The Teeth of the Tiger,Tom Clancy,2003,fiction
September 14,The Da Vinci Code,Dan Brown,2003,fiction
September 21,The Da Vinci Code,Dan Brown,2003,fiction
September 28,Bleachers,John Grisham,2003,fiction
October 5,Bleachers,John Grisham,2003,fiction
October 12,The Five People You Meet in Heaven,Mitch Albom,2003,fiction
October 19,The Five People You Meet in Heaven,Mitch Albom,2003,fiction
October 26,The Five People You Meet in Heaven,Mitch Albom,2003,fiction
November 2,Blow Fly,Patricia Cornwell,2003,fiction
November 9,The Five People You Meet in Heaven,Mitch Albom,2003,fiction
November 16,The Da Vinci Code,Dan Brown,2003,fiction
November 23,The Da Vinci Code,Dan Brown,2003,fiction
November 30,The Da Vinci Code,Dan Brown,2003,fiction
December 7,The Da Vinci Code,Dan Brown,2003,fiction
December 14,The Da Vinci Code,Dan Brown,2003,fiction
December 21,The Da Vinci Code,Dan Brown,2003,fiction
December 28,The Da Vinci Code,Dan Brown,2003,fiction
