Date,Book,Author,Year,Genre
January 3,Rogue Lawyer,John Grisham,2016,fiction
January 10,Rogue Lawyer,John Grisham,2016,fiction
January 17,The Girl on the Train,Paula Hawkins,2016,fiction
January 24,The Girl on the Train,Paula Hawkins,2016,fiction
January 31,Scandalous Behavior,Stuart Woods,2016,fiction
February 7,Blue,Danielle Steel,2016,fiction
February 14,NYPD Red 4,James Patterson and Marshall Karp,2016,fiction
February 21,Brotherhood In Death,J. D. Robb,2016,fiction
February 28,Morning Star,Pierce Brown,2016,fiction
March 6,Cometh the hour,Jeffrey Archer,2016,fiction
March 13,Me Before You,Jojo Moyes,2016,fiction
March 20,The Gangster,Clive Cussler and Justin Scott,2016,fiction
March 27,Fire Touched,Patricia Briggs,2016,fiction
April 3,Private Paris,James Patterson and Mark Sullivan,2016,fiction
April 10,Fool me once,Harlan Coben,2016,fiction
April 17,Fool me once,Harlan Coben,2016,fiction
April 24,One with you,Sylvia Day,2016,fiction
May 1,The Obsession,Nora Roberts,2016,fiction
May 8,The Last Mile,David Baldacci,2016,fiction
May 15,Extreme Prey,John Sandford,2016,fiction
May 22,15th Affair,James Patterson and Maxine Paetro,2016,fiction
May 29,Me Before You,Jojo Moyes,2016,fiction
June 5,Me Before You,Jojo Moyes,2016,fiction
June 12,Me Before You,Jojo Moyes,2016,fiction
June 19,Me Before You,Jojo Moyes,2016,fiction
June 26,End of Watch,Stephen King,2016,fiction
July 3,Bay of Sighs,Nora Roberts,2016,fiction
July 10,Me Before You,Jojo Moyes,2016,fiction
July 17,The Games,James Patterson and Mark Sullivan,2016,fiction
July 24,Me Before You,Jojo Moyes,2016,fiction
July 31,The Black Widow,Daniel Silva,2016,fiction
August 7,The Girl on the Train,Paula Hawkins,2016,fiction
August 14,Truly Madly Guilty,Liane Moriarty,2016,fiction
August 21,Bullseye,James Patterson and Michael Ledwidge,2016,fiction
August 28,Insidious,Catherine Coulter,2016,fiction
September 4,The Girl on the Train,Paula Hawkins,2016,fiction
September 11,The Girl on the Train,Paula Hawkins,2016,fiction
September 18,A Great Reckoning,Louise Penny,2016,fiction
September 25,Apprentice in Death,J.D. Robb,2016,fiction
October 2,The Girl on the Train,Paula Hawkins,2016,fiction
October 9,The Girl on the Train,Paula Hawkins,2016,fiction
October 16,The Girl on the Train,Paula Hawkins,2016,fiction
October 23,The Girl on the Train,Paula Hawkins,2016,fiction
October 30,The Girl on the Train,Paula Hawkins,2016,fiction
November 6,Escape Clause,John Sandford,2016,fiction
November 13,The Whistler,John Grisham,2016,fiction
November 20,The Wrong Side of Goodbye,Michael Connelly,2016,fiction
November 27,Night School,Lee Child,2016,fiction
December 4,Turbo Twenty-three,Janet Evanovich,2016,fiction
December 11,Cross the Line,James Patterson,2016,fiction
December 18,The Whistler,John Grisham,2016,fiction
December 25,Island of Glass,Nora Roberts,2016,fiction
