Date,Book,Author,Year,Genre
January 4,Cold Mountain,Charles Frazier,1998,fiction
January 11,Cold Mountain,Charles Frazier,1998,fiction
January 18,Cold Mountain,Charles Frazier,1998,fiction
January 25,Cold Mountain,Charles Frazier,1998,fiction
February 1,Paradise,Toni Morrison,1998,fiction
February 8,Paradise,Toni Morrison,1998,fiction
February 15,Paradise,Toni Morrison,1998,fiction
February 22,The Street Lawyer,John Grisham,1998,fiction
March 1,The Street Lawyer,John Grisham,1998,fiction
March 8,The Street Lawyer,John Grisham,1998,fiction
March 15,The Street Lawyer,John Grisham,1998,fiction
March 22,The Street Lawyer,John Grisham,1998,fiction
March 29,The Street Lawyer,John Grisham,1998,fiction
April 5,The Street Lawyer,John Grisham,1998,fiction
April 12,The Street Lawyer,John Grisham,1998,fiction
April 19,The Street Lawyer,John Grisham,1998,fiction
April 26,The Long Road Home,Danielle Steel,1998,fiction
May 3,The Long Road Home,Danielle Steel,1998,fiction
May 10,You Belong to Me,Mary Higgins Clark,1998,fiction
May 17,You Belong to Me,Mary Higgins Clark,1998,fiction
May 24,You Belong to Me,Mary Higgins Clark,1998,fiction
May 31,"""N"" Is for Noose",Sue Grafton,1998,fiction
June 7,You Belong to Me,Mary Higgins Clark,1998,fiction
June 14,A Widow for One Year,John Irving,1998,fiction
June 21,A Widow for One Year,John Irving,1998,fiction
June 28,A Widow for One Year,John Irving,1998,fiction
July 5,I Know This Much Is True,Wally Lamb,1998,fiction
July 12,The Klone and I,Danielle Steel,1998,fiction
July 19,I Know This Much is True,Wally Lamb,1998,fiction
July 26,Point of Origin,Patricia Cornwell,1998,fiction
August 2,Point of Origin,Patricia Cornwell,1998,fiction
August 9,I Know This Much is True,Wally Lamb,1998,fiction
August 16,Point of Origin,Patricia Cornwell,1998,fiction
August 23,Rainbow Six,Tom Clancy,1998,fiction
August 30,Rainbow Six,Tom Clancy,1998,fiction
September 6,Rainbow Six,Tom Clancy,1998,fiction
September 13,Rainbow Six,Tom Clancy,1998,fiction
September 20,Rainbow Six,Tom Clancy,1998,fiction
September 27,Rainbow Six,Tom Clancy,1998,fiction
October 4,Rainbow Six,Tom Clancy,1998,fiction
October 11,Bag of Bones,Stephen King,1998,fiction
October 18,Bag of Bones,Stephen King,1998,fiction
October 25,Bag of Bones,Stephen King,1998,fiction
November 1,Bag of Bones,Stephen King,1998,fiction
November 8,The Path of Daggers,Robert Jordan,1998,fiction
November 15,The Path of Daggers,Robert Jordan,1998,fiction
November 22,A Man in Full,Tom Wolfe,1998,fiction
November 29,A Man in Full,Tom Wolfe,1998,fiction
December 6,A Man in Full,Tom Wolfe,1998,fiction
December 13,A Man in Full,Tom Wolfe,1998,fiction
December 20,A Man in Full,Tom Wolfe,1998,fiction
December 27,A Man in Full,Tom Wolfe,1998,fiction
