Date,Book,Author,Year,Genre
January 6,The Talisman,Stephen King and Peter Straub,1985,fiction
January 13,The Talisman,Stephen King and Peter Straub,1985,fiction
January 20,The Sicilian,Mario Puzo,1985,fiction
January 27,The Sicilian,Mario Puzo,1985,fiction
February 3,If Tomorrow Comes,Sidney Sheldon,1985,fiction
February 10,If Tomorrow Comes,Sidney Sheldon,1985,fiction
February 17,If Tomorrow Comes,Sidney Sheldon,1985,fiction
February 24,If Tomorrow Comes,Sidney Sheldon,1985,fiction
March 3,If Tomorrow Comes,Sidney Sheldon,1985,fiction
March 10,If Tomorrow Comes,Sidney Sheldon,1985,fiction
March 17,If Tomorrow Comes,Sidney Sheldon,1985,fiction
March 24,If Tomorrow Comes,Sidney Sheldon,1985,fiction
March 31,Family Album,Danielle Steel,1985,fiction
April 7,Family Album,Danielle Steel,1985,fiction
April 14,Family Album,Danielle Steel,1985,fiction
April 21,Family Album,Danielle Steel,1985,fiction
April 28,Thinner,Richard Bachman (pseudonym for Stephen King),1985,fiction
May 5,Thinner,Richard Bachman (pseudonym for Stephen King),1985,fiction
May 12,Thinner,Richard Bachman (pseudonym for Stephen King),1985,fiction
May 19,Thinner,Richard Bachman (pseudonym for Stephen King),1985,fiction
May 26,If Tomorrow Comes,Sidney Sheldon,1985,fiction
June 2,Jubal Sackett,Louis L'Amour,1985,fiction
June 9,Hold the Dream,Barbara Taylor Bradford,1985,fiction
June 16,The Cider House Rules,John Irving,1985,fiction
June 23,Skeleton Crew,Stephen King,1985,fiction
June 30,Skeleton Crew,Stephen King,1985,fiction
July 7,Skeleton Crew,Stephen King,1985,fiction
July 14,Skeleton Crew,Stephen King,1985,fiction
July 21,Skeleton Crew,Stephen King,1985,fiction
July 28,Skeleton Crew,Stephen King,1985,fiction
August 4,Skeleton Crew,Stephen King,1985,fiction
August 11,Skeleton Crew,Stephen King,1985,fiction
August 18,Skeleton Crew,Stephen King,1985,fiction
August 25,Skeleton Crew,Stephen King,1985,fiction
September 1,Lucky,Jackie Collins,1985,fiction
September 8,Lucky,Jackie Collins,1985,fiction
September 15,Lake Wobegon Days,Garrison Keillor,1985,fiction
September 22,Lake Wobegon Days,Garrison Keillor,1985,fiction
September 29,Lake Wobegon Days,Garrison Keillor,1985,fiction
October 6,Lake Wobegon Days,Garrison Keillor,1985,fiction
October 13,Texas,James Michener,1985,fiction
October 20,Texas,James Michener,1985,fiction
October 27,Texas,James Michener,1985,fiction
November 3,Texas,James Michener,1985,fiction
November 10,Texas,James Michener,1985,fiction
November 17,Texas,James Michener,1985,fiction
November 24,The Mammoth Hunters,Jean M. Auel,1985,fiction
December 1,The Mammoth Hunters,Jean M. Auel,1985,fiction
December 8,The Mammoth Hunters,Jean M. Auel,1985,fiction
December 15,The Mammoth Hunters,Jean M. Auel,1985,fiction
December 22,The Mammoth Hunters,Jean M. Auel,1985,fiction
December 29,Lake Wobegon Days,Garrison Keillor,1985,fiction
