Date,Book,Author,Year,Genre
January 4,It,Stephen King,1987,fiction
January 11,It,Stephen King,1987,fiction
January 18,Red Storm Rising,Tom Clancy,1987,fiction
January 25,Red Storm Rising,Tom Clancy,1987,fiction
February 1,The Eyes of the Dragon,Stephen King,1987,fiction
February 8,Windmills of the Gods,Sidney Sheldon,1987,fiction
February 15,Windmills of the Gods,Sidney Sheldon,1987,fiction
February 22,Windmills of the Gods,Sidney Sheldon,1987,fiction
March 1,Windmills of the Gods,Sidney Sheldon,1987,fiction
March 8,Windmills of the Gods,Sidney Sheldon,1987,fiction
March 15,Windmills of the Gods,Sidney Sheldon,1987,fiction
March 22,Windmills of the Gods,Sidney Sheldon,1987,fiction
March 29,Fine Things,Danielle Steel,1987,fiction
April 5,Fine Things,Danielle Steel,1987,fiction
April 12,Fine Things,Danielle Steel,1987,fiction
April 19,Fine Things,Danielle Steel,1987,fiction
April 26,Fine Things,Danielle Steel,1987,fiction
May 3,Fine Things,Danielle Steel,1987,fiction
May 10,Fine Things,Danielle Steel,1987,fiction
May 17,Fine Things,Danielle Steel,1987,fiction
May 24,Fine Things,Danielle Steel,1987,fiction
May 31,The Haunted Mesa,Louis L'Amour,1987,fiction
June 7,Misery,Stephen King,1987,fiction
June 14,Misery,Stephen King,1987,fiction
June 21,Misery,Stephen King,1987,fiction
June 28,Misery,Stephen King,1987,fiction
July 5,Misery,Stephen King,1987,fiction
July 12,Misery,Stephen King,1987,fiction
July 19,Misery,Stephen King,1987,fiction
July 26,Presumed Innocent,Scott Turow,1987,fiction
August 2,Patriot Games,Tom Clancy,1987,fiction
August 9,Patriot Games,Tom Clancy,1987,fiction
August 16,Patriot Games,Tom Clancy,1987,fiction
August 23,Patriot Games,Tom Clancy,1987,fiction
August 30,Patriot Games,Tom Clancy,1987,fiction
September 6,Presumed Innocent,Scott Turow,1987,fiction
September 13,Presumed Innocent,Scott Turow,1987,fiction
September 20,Presumed Innocent,Scott Turow,1987,fiction
September 27,Presumed Innocent,Scott Turow,1987,fiction
October 4,Presumed Innocent,Scott Turow,1987,fiction
October 11,Presumed Innocent,Scott Turow,1987,fiction
October 18,Presumed Innocent,Scott Turow,1987,fiction
October 25,Kaleidoscope,Danielle Steel,1987,fiction
November 1,Kaleidoscope,Danielle Steel,1987,fiction
November 8,Kaleidoscope,Danielle Steel,1987,fiction
November 15,Kaleidoscope,Danielle Steel,1987,fiction
November 22,Kaleidoscope,Danielle Steel,1987,fiction
November 29,The Tommyknockers,Stephen King,1987,fiction
December 6,The Tommyknockers,Stephen King,1987,fiction
December 13,The Tommyknockers,Stephen King,1987,fiction
December 20,The Tommyknockers,Stephen King,1987,fiction
December 27,The Tommyknockers,Stephen King,1987,fiction
