Date,Book,Author,Year,Genre
January 7,The Bear and the Dragon,Tom Clancy,2001,fiction
January 14,From the Corner of His Eye,Dean Koontz,2001,fiction
January 21,From the Corner of His Eye,Dean Koontz,2001,fiction
January 28,From the Corner of His Eye,Dean Koontz,2001,fiction
February 4,A Day Late and a Dollar Short,Terry McMillan,2001,fiction
February 11,A Day Late and a Dollar Short,Terry McMillan,2001,fiction
February 18,A Day Late and a Dollar Short,Terry McMillan,2001,fiction
February 25,A Painted House,John Grisham,2001,fiction
March 4,A Painted House,John Grisham,2001,fiction
March 11,A Painted House,John Grisham,2001,fiction
March 18,A Painted House,John Grisham,2001,fiction
March 25,1st to Die,James Patterson,2001,fiction
April 1,1st to Die,James Patterson,2001,fiction
April 8,Dreamcatcher,Stephen King,2001,fiction
April 15,Dreamcatcher,Stephen King,2001,fiction
April 22,Dreamcatcher,Stephen King,2001,fiction
April 29,A Common Life,Jan Karon,2001,fiction
May 6,On the Street Where You Live,Mary Higgins Clark,2001,fiction
May 13,On the Street Where You Live,Mary Higgins Clark,2001,fiction
May 20,On the Street Where You Live,Mary Higgins Clark,2001,fiction
May 27,On the Street Where You Live,Mary Higgins Clark,2001,fiction
June 3,Chosen Prey,John Sandford,2001,fiction
June 10,Chosen Prey,John Sandford,2001,fiction
June 17,Chosen Prey,John Sandford,2001,fiction
June 24,"""P"" Is for Peril",Sue Grafton,2001,fiction
July 1,"""P"" Is for Peril",Sue Grafton,2001,fiction
July 8,Seven Up,Janet Evanovich,2001,fiction
July 15,Leap of Faith,Danielle Steel,2001,fiction
July 22,Leap of Faith,Danielle Steel,2001,fiction
July 29,The Fourth Hand,John Irving,2001,fiction
August 5,Suzanne's Diary for Nicholas,James Patterson,2001,fiction
August 12,Suzanne's Diary for Nicholas,James Patterson,2001,fiction
August 19,Suzanne's Diary for Nicholas,James Patterson,2001,fiction
August 26,Suzanne's Diary for Nicholas,James Patterson,2001,fiction
September 2,Valhalla Rising,Clive Cussler,2001,fiction
September 9,Valhalla Rising,Clive Cussler,2001,fiction
September 16,Valhalla Rising,Clive Cussler,2001,fiction
September 23,Valhalla Rising,Clive Cussler,2001,fiction
September 30,Black House,Stephen King and Peter Straub,2001,fiction
October 7,Black House,Stephen King and Peter Straub,2001,fiction
October 14,The Corrections,Jonathan Franzen,2001,fiction
October 21,The Corrections,Jonathan Franzen,2001,fiction
October 28,Isle of Dog,Patricia Cornwell,2001,fiction
November 4,Midnight Bayou,Nora Roberts,2001,fiction
November 11,The Kiss,Danielle Steel,2001,fiction
November 18,Desecration,Tim LaHaye and Jerry B. Jenkins,2001,fiction
November 25,Desecration,Tim LaHaye and Jerry B. Jenkins,2001,fiction
December 2,Desecration,Tim LaHaye and Jerry B. Jenkins,2001,fiction
December 9,Skipping Christmas,John Grisham,2001,fiction
December 16,Skipping Christmas,John Grisham,2001,fiction
December 23,Skipping Christmas,John Grisham,2001,fiction
December 30,Skipping Christmas,John Grisham,2001,fiction
