Date,Book,Author,Year,Genre
January 3,The Greatest Generation,Tom Brokaw,1999,nonfiction
January 10,The Greatest Generation,Tom Brokaw,1999,nonfiction
January 17,The Greatest Generation,Tom Brokaw,1999,nonfiction
January 24,The Greatest Generation,Tom Brokaw,1999,nonfiction
January 31,The Greatest Generation,Tom Brokaw,1999,nonfiction
February 7,The Greatest Generation,Tom Brokaw,1999,nonfiction
February 14,The Greatest Generation,Tom Brokaw,1999,nonfiction
February 21,The Greatest Generation,Tom Brokaw,1999,nonfiction
February 28,The Greatest Generation,Tom Brokaw,1999,nonfiction
March 7,The Greatest Generation,Tom Brokaw,1999,nonfiction
March 14,The Greatest Generation,Tom Brokaw,1999,nonfiction
March 21,Monica's Story,Andrew Morton,1999,nonfiction
March 28,All Too Human,George Stephanopoulos,1999,nonfiction
April 4,All Too Human,George Stephanopoulos,1999,nonfiction
April 11,All Too Human,George Stephanopoulos,1999,nonfiction
April 18,All Too Human,George Stephanopoulos,1999,nonfiction
April 25,All Too Human,George Stephanopoulos,1999,nonfiction
May 2,The Greatest Generation,Tom Brokaw,1999,nonfiction
May 9,The Greatest Generation,Tom Brokaw,1999,nonfiction
May 16,The Greatest Generation,Tom Brokaw,1999,nonfiction
May 23,The Greatest Generation,Tom Brokaw,1999,nonfiction
May 30,The Greatest Generation,Tom Brokaw,1999,nonfiction
June 6,Every Man a Tiger,Tom Clancy with Chuck Horner,1999,nonfiction
June 13,The Greatest Generation,Tom Brokaw,1999,nonfiction
June 20,The Greatest Generation,Tom Brokaw,1999,nonfiction
June 27,The Greatest Generation,Tom Brokaw,1999,nonfiction
July 4,The Greatest Generation,Tom Brokaw,1999,nonfiction
July 11,Shadow,Bob Woodward,1999,nonfiction
July 18,Shadow,Bob Woodward,1999,nonfiction
July 25,Shadow,Bob Woodward,1999,nonfiction
August 1,Shadow,Bob Woodward,1999,nonfiction
August 8,Shadow,Bob Woodward,1999,nonfiction
August 15,Tuesdays with Morrie,Mitch Albom,1999,nonfiction
August 22,Tuesdays with Morrie,Mitch Albom,1999,nonfiction
August 29,Tuesdays with Morrie,Mitch Albom,1999,nonfiction
September 5,Tuesdays with Morrie,Mitch Albom,1999,nonfiction
September 12,Tuesdays with Morrie,Mitch Albom,1999,nonfiction
September 19,Tuesdays with Morrie,Mitch Albom,1999,nonfiction
September 26,Tuesdays with Morrie,Mitch Albom,1999,nonfiction
October 3,Tuesdays with Morrie,Mitch Albom,1999,nonfiction
October 10,'Tis,Frank McCourt,1999,nonfiction
October 17,'Tis,Frank McCourt,1999,nonfiction
October 24,'Tis,Frank McCourt,1999,nonfiction
October 31,'Tis,Frank McCourt,1999,nonfiction
November 7,'Tis,Frank McCourt,1999,nonfiction
November 14,'Tis,Frank McCourt,1999,nonfiction
November 21,'Tis,Frank McCourt,1999,nonfiction
November 28,'Tis,Frank McCourt,1999,nonfiction
December 5,Have a Nice Day!,Mick Foley,1999,nonfiction
December 12,Tuesdays with Morrie,Mitch Albom,1999,nonfiction
December 19,Tuesdays with Morrie,Mitch Albom,1999,nonfiction
December 26,Tuesdays with Morrie,Mitch Albom,1999,nonfiction
