Date,Book,Author,Year,Genre
January 3,A Man in Full,Tom Wolfe,1999,fiction
January 10,A Man in Full,Tom Wolfe,1999,fiction
January 17,A Man in Full,Tom Wolfe,1999,fiction
January 24,A Man in Full,Tom Wolfe,1999,fiction
January 31,Southern Cross,Patricia Cornwell,1999,fiction
February 7,Southern Cross,Patricia Cornwell,1999,fiction
February 14,Southern Cross,Patricia Cornwell,1999,fiction
February 21,The Testament,John Grisham,1999,fiction
February 28,The Testament,John Grisham,1999,fiction
March 7,The Testament,John Grisham,1999,fiction
March 14,The Testament,John Grisham,1999,fiction
March 21,The Testament,John Grisham,1999,fiction
March 28,The Testament,John Grisham,1999,fiction
April 4,The Testament,John Grisham,1999,fiction
April 11,The Testament,John Grisham,1999,fiction
April 18,The Testament,John Grisham,1999,fiction
April 25,Bittersweet,Danielle Steel,1999,fiction
May 2,The Girl Who Loved Tom Gordon,Stephen King,1999,fiction
May 9,We'll Meet Again,Mary Higgins Clark,1999,fiction
May 16,We'll Meet Again,Mary Higgins Clark,1999,fiction
May 23,Star Wars Episode I: The Phantom Menace,Terry Brooks,1999,fiction
May 30,Star Wars Episode I: The Phantom Menace,Terry Brooks,1999,fiction
June 6,Star Wars Episode I: The Phantom Menace,Terry Brooks,1999,fiction
June 13,Star Wars Episode I: The Phantom Menace,Terry Brooks,1999,fiction
June 20,Harry Potter and the Chamber of Secrets,J. K. Rowling,1999,fiction
June 27,Hannibal,Thomas Harris,1999,fiction
July 4,Hannibal,Thomas Harris,1999,fiction
July 11,Hannibal,Thomas Harris,1999,fiction
July 18,Hannibal,Thomas Harris,1999,fiction
July 25,Hannibal,Thomas Harris,1999,fiction
August 1,Hannibal,Thomas Harris,1999,fiction
August 8,Hannibal,Thomas Harris,1999,fiction
August 15,Harry Potter and the Philosopher's Stone,J. K. Rowling,1999,fiction
August 22,Black Notice,Patricia Cornwell,1999,fiction
August 29,Black Notice,Patricia Cornwell,1999,fiction
September 5,Black Notice,Patricia Cornwell,1999,fiction
September 12,Harry Potter and the Philosopher's Stone,J. K. Rowling,1999,fiction
September 19,The Alibi,Sandra Brown,1999,fiction
September 26,Harry Potter and the Prisoner of Azkaban,J. K. Rowling,1999,fiction
October 3,Harry Potter and the Prisoner of Azkaban,J. K. Rowling,1999,fiction
October 10,Harry Potter and the Prisoner of Azkaban,J. K. Rowling,1999,fiction
October 17,Harry Potter and the Prisoner of Azkaban,J. K. Rowling,1999,fiction
October 24,Harry Potter and the Prisoner of Azkaban,J. K. Rowling,1999,fiction
October 31,Harry Potter and the Prisoner of Azkaban,J. K. Rowling,1999,fiction
November 7,Harry Potter and the Prisoner of Azkaban,J. K. Rowling,1999,fiction
November 14,Harry Potter and the Prisoner of Azkaban,J. K. Rowling,1999,fiction
November 21,Harry Potter and the Prisoner of Azkaban,J. K. Rowling,1999,fiction
November 28,Harry Potter and the Prisoner of Azkaban,J. K. Rowling,1999,fiction
December 5,Harry Potter and the Chamber of Secrets,J. K. Rowling,1999,fiction
December 12,Harry Potter and the Chamber of Secrets,J. K. Rowling,1999,fiction
December 19,Harry Potter and the Chamber of Secrets,J. K. Rowling,1999,fiction
December 26,Harry Potter and the Chamber of Secrets,J. K. Rowling,1999,fiction
