Date,Book,Author,Year,Genre
January 4,The Christmas Sweater,Glenn Beck,2009,fiction
January 11,Scarpetta,Patricia Cornwell,2009,fiction
January 18,Black Ops,W. E. B. Griffin,2009,fiction
January 25,Plum Spooky,Janet Evanovich,2009,fiction
February 1,Plum Spooky,Janet Evanovich,2009,fiction
February 8,Plum Spooky,Janet Evanovich,2009,fiction
February 15,The Associate,John Grisham,2009,fiction
February 22,The Associate,John Grisham,2009,fiction
March 1,The Associate,John Grisham,2009,fiction
March 8,The Associate,John Grisham,2009,fiction
March 15,Promises in Death,J. D. Robb,2009,fiction
March 22,Handle with Care,Jodi Picoult,2009,fiction
March 29,Handle with Care,Jodi Picoult,2009,fiction
April 5,Handle with Care,Jodi Picoult,2009,fiction
April 12,True Detectives,Jonathan Kellerman,2009,fiction
April 19,Long Lost,Harlan Coben,2009,fiction
April 26,Turn Coat,Jim Butcher,2009,fiction
May 3,Just Take My Heart,Mary Higgins Clark,2009,fiction
May 10,First Family,David Baldacci,2009,fiction
May 17,8th Confession,James Patterson and Maxine Paetro,2009,fiction
May 24,Dead and Gone,Charlaine Harris,2009,fiction
May 31,Wicked Prey,John Sandford,2009,fiction
June 7,Gone Tomorrow,Lee Child,2009,fiction
June 14,The Scarecrow,Michael Connelly,2009,fiction
June 21,Skin Trade,Laurell K. Hamilton,2009,fiction
June 28,Relentless,Dean Koontz,2009,fiction
July 5,Knockout,Catherine Coulter,2009,fiction
July 12,Finger Lickin' Fifteen,Janet Evanovich,2009,fiction
July 19,Swimsuit,James Patterson and Maxine Paetro,2009,fiction
July 26,Black Hills,Nora Roberts,2009,fiction
August 2,Best Friends Forever,Jennifer Weiner,2009,fiction
August 9,The Defector,Daniel Silva,2009,fiction
August 16,The Girl Who Played with Fire,Stieg Larsson,2009,fiction
August 23,Bad Moon Rising,Sherrilyn Kenyon,2009,fiction
August 30,South of Broad,Pat Conroy,2009,fiction
September 6,South of Broad,Pat Conroy,2009,fiction
September 13,Alex Cross's Trial,James Patterson and Richard DiLallo,2009,fiction
September 20,Dark Slayer,Christine Feehan,2009,fiction
September 27,The Last Song,Nicholas Sparks,2009,fiction
October 4,The Lost Symbol,Dan Brown,2009,fiction
October 11,The Lost Symbol,Dan Brown,2009,fiction
October 18,The Lost Symbol,Dan Brown,2009,fiction
October 25,The Lost Symbol,Dan Brown,2009,fiction
November 1,The Lost Symbol,Dan Brown,2009,fiction
November 8,The Lost Symbol,Dan Brown,2009,fiction
November 15,The Gathering Storm,Robert Jordan and Brandon Sanderson,2009,fiction
November 22,Ford County,John Grisham,2009,fiction
November 29,Under the Dome,Stephen King,2009,fiction
December 6,"I, Alex Cross",James Patterson,2009,fiction
December 13,"I, Alex Cross",James Patterson,2009,fiction
December 20,"""U"" Is for Undertow",Sue Grafton,2009,fiction
December 27,The Lost Symbol,Dan Brown,2009,fiction
