Date,Book,Author,Year,Genre
January 2,The View from Pompey's Head,Hamilton Basso,1955,fiction
January 9,The View from Pompey's Head,Hamilton Basso,1955,fiction
January 16,The View from Pompey's Head,Hamilton Basso,1955,fiction
January 23,The View from Pompey's Head,Hamilton Basso,1955,fiction
January 30,The View from Pompey's Head,Hamilton Basso,1955,fiction
February 6,The View from Pompey's Head,Hamilton Basso,1955,fiction
February 13,The View from Pompey's Head,Hamilton Basso,1955,fiction
February 20,The View from Pompey's Head,Hamilton Basso,1955,fiction
February 27,The View from Pompey's Head,Hamilton Basso,1955,fiction
March 6,The View from Pompey's Head,Hamilton Basso,1955,fiction
March 13,The View from Pompey's Head,Hamilton Basso,1955,fiction
March 20,The View from Pompey's Head,Hamilton Basso,1955,fiction
March 27,The View from Pompey's Head,Hamilton Basso,1955,fiction
April 3,The View from Pompey's Head,Hamilton Basso,1955,fiction
April 10,"Sincerely, Willis Wayde",John P. Marquand,1955,fiction
April 17,"Sincerely, Willis Wayde",John P. Marquand,1955,fiction
April 24,"Sincerely, Willis Wayde",John P. Marquand,1955,fiction
May 1,"Sincerely, Willis Wayde",John P. Marquand,1955,fiction
May 8,"Sincerely, Willis Wayde",John P. Marquand,1955,fiction
May 15,"Sincerely, Willis Wayde",John P. Marquand,1955,fiction
May 22,Bonjour Tristesse,Françoise Sagan,1955,fiction
May 29,Bonjour Tristesse,Françoise Sagan,1955,fiction
June 5,Bonjour Tristesse,Françoise Sagan,1955,fiction
June 12,Bonjour Tristesse,Françoise Sagan,1955,fiction
June 19,Bonjour Tristesse,Françoise Sagan,1955,fiction
June 26,Bonjour Tristesse,Françoise Sagan,1955,fiction
July 3,Something of Value,Robert Ruark,1955,fiction
July 10,Bonjour Tristesse,Françoise Sagan,1955,fiction
July 17,Something of Value,Robert Ruark,1955,fiction
July 24,Bonjour Tristesse,Françoise Sagan,1955,fiction
July 31,Bonjour Tristesse,Françoise Sagan,1955,fiction
August 7,Bonjour Tristesse,Françoise Sagan,1955,fiction
August 14,Bonjour Tristesse,Françoise Sagan,1955,fiction
August 21,Bonjour Tristesse,Françoise Sagan,1955,fiction
August 28,Auntie Mame,Patrick Dennis,1955,fiction
September 4,Auntie Mame,Patrick Dennis,1955,fiction
September 11,Auntie Mame,Patrick Dennis,1955,fiction
September 18,Auntie Mame,Patrick Dennis,1955,fiction
September 25,Auntie Mame,Patrick Dennis,1955,fiction
October 2,Marjorie Morningstar,Herman Wouk,1955,fiction
October 9,Marjorie Morningstar,Herman Wouk,1955,fiction
October 16,Marjorie Morningstar,Herman Wouk,1955,fiction
October 23,Marjorie Morningstar,Herman Wouk,1955,fiction
October 30,Marjorie Morningstar,Herman Wouk,1955,fiction
November 6,Marjorie Morningstar,Herman Wouk,1955,fiction
November 13,Marjorie Morningstar,Herman Wouk,1955,fiction
November 20,Marjorie Morningstar,Herman Wouk,1955,fiction
November 27,Marjorie Morningstar,Herman Wouk,1955,fiction
December 4,Marjorie Morningstar,Herman Wouk,1955,fiction
December 11,Marjorie Morningstar,Herman Wouk,1955,fiction
December 18,Marjorie Morningstar,Herman Wouk,1955,fiction
December 25,Marjorie Morningstar,Herman Wouk,1955,fiction
