Date,Book,Author,Year,Genre
January 3,Herzog,Saul Bellow,1965,fiction
January 10,Herzog,Saul Bellow,1965,fiction
January 17,Herzog,Saul Bellow,1965,fiction
January 24,Herzog,Saul Bellow,1965,fiction
January 31,Herzog,Saul Bellow,1965,fiction
February 7,Herzog,Saul Bellow,1965,fiction
February 14,Herzog,Saul Bellow,1965,fiction
February 21,Herzog,Saul Bellow,1965,fiction
February 28,Herzog,Saul Bellow,1965,fiction
March 7,Herzog,Saul Bellow,1965,fiction
March 14,Herzog,Saul Bellow,1965,fiction
March 21,Herzog,Saul Bellow,1965,fiction
March 28,Herzog,Saul Bellow,1965,fiction
April 4,Herzog,Saul Bellow,1965,fiction
April 11,Herzog,Saul Bellow,1965,fiction
April 18,Herzog,Saul Bellow,1965,fiction
April 25,Herzog,Saul Bellow,1965,fiction
May 2,Herzog,Saul Bellow,1965,fiction
May 9,Herzog,Saul Bellow,1965,fiction
May 16,Up the Down Staircase,Bel Kaufman,1965,fiction
May 23,Up the Down Staircase,Bel Kaufman,1965,fiction
May 30,Up the Down Staircase,Bel Kaufman,1965,fiction
June 6,Up the Down Staircase,Bel Kaufman,1965,fiction
June 13,Up the Down Staircase,Bel Kaufman,1965,fiction
June 20,Up the Down Staircase,Bel Kaufman,1965,fiction
June 27,Up the Down Staircase,Bel Kaufman,1965,fiction
July 4,Up the Down Staircase,Bel Kaufman,1965,fiction
July 11,The Source,James Michener,1965,fiction
July 18,The Source,James Michener,1965,fiction
July 25,The Source,James Michener,1965,fiction
August 1,The Source,James Michener,1965,fiction
August 8,The Source,James Michener,1965,fiction
August 15,The Source,James Michener,1965,fiction
August 22,The Source,James Michener,1965,fiction
August 29,The Source,James Michener,1965,fiction
September 5,The Source,James Michener,1965,fiction
September 12,The Source,James Michener,1965,fiction
September 19,Not published due to newspaper strike,Not published due to newspaper strike,1965,fiction
September 26,Not published due to newspaper strike,Not published due to newspaper strike,1965,fiction
October 3,Not published due to newspaper strike,Not published due to newspaper strike,1965,fiction
October 10,The Source,James Michener,1965,fiction
October 17,The Source,James Michener,1965,fiction
October 24,The Source,James Michener,1965,fiction
October 31,The Source,James Michener,1965,fiction
November 7,The Source,James Michener,1965,fiction
November 14,The Source,James Michener,1965,fiction
November 21,The Source,James Michener,1965,fiction
November 28,The Source,James Michener,1965,fiction
December 5,The Source,James Michener,1965,fiction
December 12,The Source,James Michener,1965,fiction
December 19,The Source,James Michener,1965,fiction
December 26,The Source,James Michener,1965,fiction
