Date,Book,Author,Year,Genre
January 3,The Robe,Lloyd Douglas,1943,fiction
January 10,The Robe,Lloyd Douglas,1943,fiction
January 17,The Robe,Lloyd Douglas,1943,fiction
January 24,The Robe,Lloyd Douglas,1943,fiction
January 31,The Robe,Lloyd Douglas,1943,fiction
February 7,The Robe,Lloyd Douglas,1943,fiction
February 14,The Robe,Lloyd Douglas,1943,fiction
February 21,The Robe,Lloyd Douglas,1943,fiction
February 28,The Robe,Lloyd Douglas,1943,fiction
March 7,The Robe,Lloyd Douglas,1943,fiction
March 14,Mrs. Parkington,Louis Bromfield,1943,fiction
March 21,The Robe,Lloyd Douglas,1943,fiction
March 28,The Robe,Lloyd Douglas,1943,fiction
April 4,The Robe,Lloyd Douglas,1943,fiction
April 11,The Robe,Lloyd Douglas,1943,fiction
April 18,The Robe,Lloyd Douglas,1943,fiction
April 25,The Robe,Lloyd Douglas,1943,fiction
May 2,The Robe,Lloyd Douglas,1943,fiction
May 9,The Robe,Lloyd Douglas,1943,fiction
May 16,The Robe,Lloyd Douglas,1943,fiction
May 23,The Robe,Lloyd Douglas,1943,fiction
May 30,The Robe,Lloyd Douglas,1943,fiction
June 6,The Robe,Lloyd Douglas,1943,fiction
June 13,The Robe,Lloyd Douglas,1943,fiction
June 20,The Robe,Lloyd Douglas,1943,fiction
June 27,The Robe,Lloyd Douglas,1943,fiction
July 4,The Robe,Lloyd Douglas,1943,fiction
July 11,The Robe,Lloyd Douglas,1943,fiction
July 18,The Robe,Lloyd Douglas,1943,fiction
July 25,The Robe,Lloyd Douglas,1943,fiction
August 1,The Robe,Lloyd Douglas,1943,fiction
August 8,The Robe,Lloyd Douglas,1943,fiction
August 15,The Robe,Lloyd Douglas,1943,fiction
August 22,The Robe,Lloyd Douglas,1943,fiction
August 29,The Robe,Lloyd Douglas,1943,fiction
September 5,The Robe,Lloyd Douglas,1943,fiction
September 12,The Robe,Lloyd Douglas,1943,fiction
September 19,The Robe,Lloyd Douglas,1943,fiction
September 26,The Robe,Lloyd Douglas,1943,fiction
October 3,The Robe,Lloyd Douglas,1943,fiction
October 10,The Robe,Lloyd Douglas,1943,fiction
October 17,So Little Time,John P. Marquand,1943,fiction
October 24,So Little Time,John P. Marquand,1943,fiction
October 31,So Little Time,John P. Marquand,1943,fiction
November 7,So Little Time,John P. Marquand,1943,fiction
November 14,So Little Time,John P. Marquand,1943,fiction
November 21,So Little Time,John P. Marquand,1943,fiction
November 28,So Little Time,John P. Marquand,1943,fiction
December 5,So Little Time,John P. Marquand,1943,fiction
December 12,So Little Time,John P. Marquand,1943,fiction
December 19,So Little Time,John P. Marquand,1943,fiction
December 26,So Little Time,John P. Marquand,1943,fiction
