Date,Book,Author,Year,Genre
January 6,Not published due to the Newspaper Strike,Not published due to the Newspaper Strike,1963,fiction
January 13,Not published due to the Newspaper Strike,Not published due to the Newspaper Strike,1963,fiction
January 20,Not published due to the Newspaper Strike,Not published due to the Newspaper Strike,1963,fiction
January 27,Not published due to the Newspaper Strike,Not published due to the Newspaper Strike,1963,fiction
February 3,Not published due to the Newspaper Strike,Not published due to the Newspaper Strike,1963,fiction
February 10,Not published due to the Newspaper Strike,Not published due to the Newspaper Strike,1963,fiction
February 17,Not published due to the Newspaper Strike,Not published due to the Newspaper Strike,1963,fiction
February 24,Not published due to the Newspaper Strike,Not published due to the Newspaper Strike,1963,fiction
March 3,Seven Days in May,Fletcher Knebel,1963,fiction
March 10,"Raise High the Roof Beam, Carpenters",J. D. Salinger,1963,fiction
March 17,"Raise High the Roof Beam, Carpenters",J. D. Salinger,1963,fiction
March 24,"Raise High the Roof Beam, Carpenters",J. D. Salinger,1963,fiction
March 31,"Raise High the Roof Beam, Carpenters",J. D. Salinger,1963,fiction
April 7,"Raise High the Roof Beam, Carpenters",J. D. Salinger,1963,fiction
April 14,"Raise High the Roof Beam, Carpenters",J. D. Salinger,1963,fiction
April 21,"Raise High the Roof Beam, Carpenters",J. D. Salinger,1963,fiction
April 28,"Raise High the Roof Beam, Carpenters",J. D. Salinger,1963,fiction
May 5,"Raise High the Roof Beam, Carpenters",J. D. Salinger,1963,fiction
May 12,"Raise High the Roof Beam, Carpenters",J. D. Salinger,1963,fiction
May 19,The Glass-Blowers,Daphne du Maurier,1963,fiction
May 26,The Glass-Blowers,Daphne du Maurier,1963,fiction
June 2,The Glass-Blowers,Daphne du Maurier,1963,fiction
June 9,The Glass-Blowers,Daphne du Maurier,1963,fiction
June 16,The Glass-Blowers,Daphne du Maurier,1963,fiction
June 23,The Glass-Blowers,Daphne du Maurier,1963,fiction
June 30,The Shoes of the Fisherman,Morris West,1963,fiction
July 7,The Shoes of the Fisherman,Morris West,1963,fiction
July 14,The Shoes of the Fisherman,Morris West,1963,fiction
July 21,The Shoes of the Fisherman,Morris West,1963,fiction
July 28,The Shoes of the Fisherman,Morris West,1963,fiction
August 4,The Shoes of the Fisherman,Morris West,1963,fiction
August 11,The Shoes of the Fisherman,Morris West,1963,fiction
August 18,The Shoes of the Fisherman,Morris West,1963,fiction
August 25,The Shoes of the Fisherman,Morris West,1963,fiction
September 1,The Shoes of the Fisherman,Morris West,1963,fiction
September 8,The Shoes of the Fisherman,Morris West,1963,fiction
September 15,The Shoes of the Fisherman,Morris West,1963,fiction
September 22,The Shoes of the Fisherman,Morris West,1963,fiction
September 29,The Shoes of the Fisherman,Morris West,1963,fiction
October 6,The Group,Mary McCarthy,1963,fiction
October 13,The Group,Mary McCarthy,1963,fiction
October 20,The Group,Mary McCarthy,1963,fiction
October 27,The Group,Mary McCarthy,1963,fiction
November 3,The Group,Mary McCarthy,1963,fiction
November 10,The Group,Mary McCarthy,1963,fiction
November 17,The Group,Mary McCarthy,1963,fiction
November 24,The Group,Mary McCarthy,1963,fiction
December 1,The Group,Mary McCarthy,1963,fiction
December 8,The Group,Mary McCarthy,1963,fiction
December 15,The Group,Mary McCarthy,1963,fiction
December 22,The Group,Mary McCarthy,1963,fiction
December 29,The Group,Mary McCarthy,1963,fiction
