Date,Book,Author,Year,Genre
January 6,The Plains of Passage,Jean M. Auel,1991,fiction
January 13,The Plains of Passage,Jean M. Auel,1991,fiction
January 20,The Secret Pilgrim,John le Carré,1991,fiction
January 27,The Secret Pilgrim,John le Carré,1991,fiction
February 3,Cold Fire,Dean Koontz,1991,fiction
February 10,Cold Fire,Dean Koontz,1991,fiction
February 17,Cold Fire,Dean Koontz,1991,fiction
February 24,Heartbeat,Danielle Steel,1991,fiction
March 3,Heartbeat,Danielle Steel,1991,fiction
March 10,Heartbeat,Danielle Steel,1991,fiction
March 17,Heartbeat,Danielle Steel,1991,fiction
March 24,Heartbeat,Danielle Steel,1991,fiction
March 31,Heartbeat,Danielle Steel,1991,fiction
April 7,Heartbeat,Danielle Steel,1991,fiction
April 14,Heartbeat,Danielle Steel,1991,fiction
April 21,The Seeress of Kell,David Eddings,1991,fiction
April 28,The Seeress of Kell,David Eddings,1991,fiction
May 5,The Seeress of Kell,David Eddings,1991,fiction
May 12,"Loves Music, Loves to Dance",Mary Higgins Clark,1991,fiction
May 19,"Loves Music, Loves to Dance",Mary Higgins Clark,1991,fiction
May 26,"Loves Music, Loves to Dance",Mary Higgins Clark,1991,fiction
June 2,"Loves Music, Loves to Dance",Mary Higgins Clark,1991,fiction
June 9,"Loves Music, Loves to Dance",Mary Higgins Clark,1991,fiction
June 16,"Loves Music, Loves to Dance",Mary Higgins Clark,1991,fiction
June 23,"Oh, the Places You'll Go!",Dr. Seuss,1991,fiction
June 30,Heir to the Empire,Timothy Zahn,1991,fiction
July 7,The Kitchen God's Wife,Amy Tan,1991,fiction
July 14,The Kitchen God's Wife,Amy Tan,1991,fiction
July 21,The Kitchen God's Wife,Amy Tan,1991,fiction
July 28,The Kitchen God's Wife,Amy Tan,1991,fiction
August 4,The Kitchen God's Wife,Amy Tan,1991,fiction
August 11,The Kitchen God's Wife,Amy Tan,1991,fiction
August 18,The Kitchen God's Wife,Amy Tan,1991,fiction
August 25,The Sum of All Fears,Tom Clancy,1991,fiction
September 1,The Sum of All Fears,Tom Clancy,1991,fiction
September 8,The Sum of All Fears,Tom Clancy,1991,fiction
September 15,The Sum of All Fears,Tom Clancy,1991,fiction
September 22,The Sum of All Fears,Tom Clancy,1991,fiction
September 29,The Sum of All Fears,Tom Clancy,1991,fiction
October 6,The Sum of All Fears,Tom Clancy,1991,fiction
October 13,Scarlett,Alexandra Ripley,1991,fiction
October 20,Scarlett,Alexandra Ripley,1991,fiction
October 27,Scarlett,Alexandra Ripley,1991,fiction
November 3,Scarlett,Alexandra Ripley,1991,fiction
November 10,Scarlett,Alexandra Ripley,1991,fiction
November 17,Scarlett,Alexandra Ripley,1991,fiction
November 24,Scarlett,Alexandra Ripley,1991,fiction
December 1,Scarlett,Alexandra Ripley,1991,fiction
December 8,Scarlett,Alexandra Ripley,1991,fiction
December 15,Scarlett,Alexandra Ripley,1991,fiction
December 22,Scarlett,Alexandra Ripley,1991,fiction
December 29,Scarlett,Alexandra Ripley,1991,fiction
