Date,Book,Author,Year,Genre
January 6,Burr,Gore Vidal,1974,fiction
January 13,Burr,Gore Vidal,1974,fiction
January 20,Burr,Gore Vidal,1974,fiction
January 27,Burr,Gore Vidal,1974,fiction
February 3,Burr,Gore Vidal,1974,fiction
February 10,Burr,Gore Vidal,1974,fiction
February 17,Burr,Gore Vidal,1974,fiction
February 24,Burr,Gore Vidal,1974,fiction
March 3,Burr,Gore Vidal,1974,fiction
March 10,Burr,Gore Vidal,1974,fiction
March 17,Burr,Gore Vidal,1974,fiction
March 24,Burr,Gore Vidal,1974,fiction
March 31,Burr,Gore Vidal,1974,fiction
April 7,Burr,Gore Vidal,1974,fiction
April 14,Burr,Gore Vidal,1974,fiction
April 21,Burr,Gore Vidal,1974,fiction
April 28,Burr,Gore Vidal,1974,fiction
May 5,Watership Down,Richard Adams,1974,fiction
May 12,Watership Down,Richard Adams,1974,fiction
May 19,Watership Down,Richard Adams,1974,fiction
May 26,Watership Down,Richard Adams,1974,fiction
June 2,Watership Down,Richard Adams,1974,fiction
June 9,Watership Down,Richard Adams,1974,fiction
June 16,Watership Down,Richard Adams,1974,fiction
June 23,Watership Down,Richard Adams,1974,fiction
June 30,Watership Down,Richard Adams,1974,fiction
July 7,Watership Down,Richard Adams,1974,fiction
July 14,Watership Down,Richard Adams,1974,fiction
July 21,Watership Down,Richard Adams,1974,fiction
July 28,Watership Down,Richard Adams,1974,fiction
August 4,Tinker Tailor Soldier Spy,John le Carré,1974,fiction
August 11,Tinker Tailor Soldier Spy,John le Carré,1974,fiction
August 18,Tinker Tailor Soldier Spy,John le Carré,1974,fiction
August 25,Tinker Tailor Soldier Spy,John le Carré,1974,fiction
September 1,Tinker Tailor Soldier Spy,John le Carré,1974,fiction
September 8,Tinker Tailor Soldier Spy,John le Carré,1974,fiction
September 15,Tinker Tailor Soldier Spy,John le Carré,1974,fiction
September 22,Tinker Tailor Soldier Spy,John le Carré,1974,fiction
September 29,Tinker Tailor Soldier Spy,John le Carré,1974,fiction
October 6,Tinker Tailor Soldier Spy,John le Carré,1974,fiction
October 13,Centennial,James Michener,1974,fiction
October 20,Centennial,James Michener,1974,fiction
October 27,Centennial,James Michener,1974,fiction
November 3,Centennial,James Michener,1974,fiction
November 10,Centennial,James Michener,1974,fiction
November 17,Centennial,James Michener,1974,fiction
November 24,Centennial,James Michener,1974,fiction
December 1,Centennial,James Michener,1974,fiction
December 8,Centennial,James Michener,1974,fiction
December 15,Centennial,James Michener,1974,fiction
December 22,Centennial,James Michener,1974,fiction
December 29,Centennial,James Michener,1974,fiction
