Date,Book,Author,Year,Genre
January 1,Poland,James Michener,1984,fiction
January 8,Poland,James Michener,1984,fiction
January 15,Pet Sematary,Stephen King,1984,fiction
January 22,Pet Sematary,Stephen King,1984,fiction
January 29,Who Killed the Robins Family?,Thomas Chastain,1984,fiction
February 5,Pet Sematary,Stephen King,1984,fiction
February 12,Pet Sematary,Stephen King,1984,fiction
February 19,Pet Sematary,Stephen King,1984,fiction
February 26,Pet Sematary,Stephen King,1984,fiction
March 4,Pet Sematary,Stephen King,1984,fiction
March 11,The Aquitaine Progression,Robert Ludlum,1984,fiction
March 18,The Aquitaine Progression,Robert Ludlum,1984,fiction
March 25,The Aquitaine Progression,Robert Ludlum,1984,fiction
April 1,The Aquitaine Progression,Robert Ludlum,1984,fiction
April 8,The Aquitaine Progression,Robert Ludlum,1984,fiction
April 15,The Aquitaine Progression,Robert Ludlum,1984,fiction
April 22,The Aquitaine Progression,Robert Ludlum,1984,fiction
April 29,The Aquitaine Progression,Robert Ludlum,1984,fiction
May 6,The Aquitaine Progression,Robert Ludlum,1984,fiction
May 13,The Aquitaine Progression,Robert Ludlum,1984,fiction
May 20,The Aquitaine Progression,Robert Ludlum,1984,fiction
May 27,The Aquitaine Progression,Robert Ludlum,1984,fiction
June 3,Full Circle,Danielle Steel,1984,fiction
June 10,Full Circle,Danielle Steel,1984,fiction
June 17,Full Circle,Danielle Steel,1984,fiction
June 24,Full Circle,Danielle Steel,1984,fiction
July 1,The Aquitaine Progression,Robert Ludlum,1984,fiction
July 8,"""...And Ladies of the Club""",Helen Hooven Santmyer,1984,fiction
July 15,"""...And Ladies of the Club""",Helen Hooven Santmyer,1984,fiction
July 22,"""...And Ladies of the Club""",Helen Hooven Santmyer,1984,fiction
July 29,"""...And Ladies of the Club""",Helen Hooven Santmyer,1984,fiction
August 5,"""...And Ladies of the Club""",Helen Hooven Santmyer,1984,fiction
August 12,"""...And Ladies of the Club""",Helen Hooven Santmyer,1984,fiction
August 19,"""...And Ladies of the Club""",Helen Hooven Santmyer,1984,fiction
August 26,First Among Equals,Jeffrey Archer,1984,fiction
September 2,First Among Equals,Jeffrey Archer,1984,fiction
September 9,First Among Equals,Jeffrey Archer,1984,fiction
September 16,The Fourth Protocol,Frederick Forsyth,1984,fiction
September 23,The Fourth Protocol,Frederick Forsyth,1984,fiction
September 30,The Fourth Protocol,Frederick Forsyth,1984,fiction
October 7,The Fourth Protocol,Frederick Forsyth,1984,fiction
October 14,The Fourth Protocol,Frederick Forsyth,1984,fiction
October 21,The Fourth Protocol,Frederick Forsyth,1984,fiction
October 28,The Talisman,Stephen King and Peter Straub,1984,fiction
November 4,The Talisman,Stephen King and Peter Straub,1984,fiction
November 11,The Talisman,Stephen King and Peter Straub,1984,fiction
November 18,The Talisman,Stephen King and Peter Straub,1984,fiction
November 25,The Talisman,Stephen King and Peter Straub,1984,fiction
December 2,The Talisman,Stephen King and Peter Straub,1984,fiction
December 9,The Talisman,Stephen King and Peter Straub,1984,fiction
December 16,The Talisman,Stephen King and Peter Straub,1984,fiction
December 23,The Talisman,Stephen King and Peter Straub,1984,fiction
December 30,The Talisman,Stephen King and Peter Straub,1984,fiction
