Date,Book,Author,Year,Genre
January 5,The Group,Mary McCarthy,1964,fiction
January 12,The Group,Mary McCarthy,1964,fiction
January 19,The Group,Mary McCarthy,1964,fiction
January 26,The Group,Mary McCarthy,1964,fiction
February 2,The Group,Mary McCarthy,1964,fiction
February 9,The Group,Mary McCarthy,1964,fiction
February 16,The Group,Mary McCarthy,1964,fiction
February 23,The Spy Who Came in from the Cold,John le Carré,1964,fiction
March 1,The Spy Who Came in from the Cold,John le Carré,1964,fiction
March 8,The Spy Who Came in from the Cold,John le Carré,1964,fiction
March 15,The Spy Who Came in from the Cold,John le Carré,1964,fiction
March 22,The Spy Who Came in from the Cold,John le Carré,1964,fiction
March 29,The Spy Who Came in from the Cold,John le Carré,1964,fiction
April 5,The Spy Who Came in from the Cold,John le Carré,1964,fiction
April 12,The Spy Who Came in from the Cold,John le Carré,1964,fiction
April 19,The Spy Who Came in from the Cold,John le Carré,1964,fiction
April 26,The Spy Who Came in from the Cold,John le Carré,1964,fiction
May 3,The Spy Who Came in from the Cold,John le Carré,1964,fiction
May 10,The Spy Who Came in from the Cold,John le Carré,1964,fiction
May 17,The Spy Who Came in from the Cold,John le Carré,1964,fiction
May 24,The Spy Who Came in from the Cold,John le Carré,1964,fiction
May 31,The Spy Who Came in from the Cold,John le Carré,1964,fiction
June 7,The Spy Who Came in from the Cold,John le Carré,1964,fiction
June 14,The Spy Who Came in from the Cold,John le Carré,1964,fiction
June 21,The Spy Who Came in from the Cold,John le Carré,1964,fiction
June 28,The Spy Who Came in from the Cold,John le Carré,1964,fiction
July 5,The Spy Who Came in from the Cold,John le Carré,1964,fiction
July 12,The Spy Who Came in from the Cold,John le Carré,1964,fiction
July 19,The Spy Who Came in from the Cold,John le Carré,1964,fiction
July 26,The Spy Who Came in from the Cold,John le Carré,1964,fiction
August 2,The Spy Who Came in from the Cold,John le Carré,1964,fiction
August 9,The Spy Who Came in from the Cold,John le Carré,1964,fiction
August 16,The Spy Who Came in from the Cold,John le Carré,1964,fiction
August 23,The Spy Who Came in from the Cold,John le Carré,1964,fiction
August 30,The Spy Who Came in from the Cold,John le Carré,1964,fiction
September 6,The Spy Who Came in from the Cold,John le Carré,1964,fiction
September 13,The Spy Who Came in from the Cold,John le Carré,1964,fiction
September 20,The Spy Who Came in from the Cold,John le Carré,1964,fiction
September 27,The Spy Who Came in from the Cold,John le Carré,1964,fiction
October 4,The Rector of Justin,Louis Auchincloss,1964,fiction
October 11,The Spy Who Came in from the Cold,John le Carré,1964,fiction
October 18,The Spy Who Came in from the Cold,John le Carré,1964,fiction
October 25,Herzog,Saul Bellow,1964,fiction
November 1,Herzog,Saul Bellow,1964,fiction
November 8,Herzog,Saul Bellow,1964,fiction
November 15,Herzog,Saul Bellow,1964,fiction
November 22,Herzog,Saul Bellow,1964,fiction
November 29,Herzog,Saul Bellow,1964,fiction
December 6,Herzog,Saul Bellow,1964,fiction
December 13,Herzog,Saul Bellow,1964,fiction
December 20,Herzog,Saul Bellow,1964,fiction
December 27,Herzog,Saul Bellow,1964,fiction
