Date,Book,Author,Year,Genre
January 5,B.F.'s Daughter,John P. Marquand,1947,fiction
January 12,B.F.'s Daughter,John P. Marquand,1947,fiction
January 19,B.F.'s Daughter,John P. Marquand,1947,fiction
January 26,B.F.'s Daughter,John P. Marquand,1947,fiction
February 2,Lydia Bailey,Kenneth Roberts,1947,fiction
February 9,Lydia Bailey,Kenneth Roberts,1947,fiction
February 16,Lydia Bailey,Kenneth Roberts,1947,fiction
February 23,Lydia Bailey,Kenneth Roberts,1947,fiction
March 2,Lydia Bailey,Kenneth Roberts,1947,fiction
March 9,Lydia Bailey,Kenneth Roberts,1947,fiction
March 16,Lydia Bailey,Kenneth Roberts,1947,fiction
March 23,Lydia Bailey,Kenneth Roberts,1947,fiction
March 30,Lydia Bailey,Kenneth Roberts,1947,fiction
April 6,Lydia Bailey,Kenneth Roberts,1947,fiction
April 13,Lydia Bailey,Kenneth Roberts,1947,fiction
April 20,Lydia Bailey,Kenneth Roberts,1947,fiction
April 27,Gentlemen's Agreement,Laura Z. Hobson,1947,fiction
May 4,Gentlemen's Agreement,Laura Z. Hobson,1947,fiction
May 11,Gentlemen's Agreement,Laura Z. Hobson,1947,fiction
May 18,Gentlemen's Agreement,Laura Z. Hobson,1947,fiction
May 25,Gentlemen's Agreement,Laura Z. Hobson,1947,fiction
June 1,Gentlemen's Agreement,Laura Z. Hobson,1947,fiction
June 8,Gentlemen's Agreement,Laura Z. Hobson,1947,fiction
June 15,Gentlemen's Agreement,Laura Z. Hobson,1947,fiction
June 22,Gentlemen's Agreement,Laura Z. Hobson,1947,fiction
June 29,Gentlemen's Agreement,Laura Z. Hobson,1947,fiction
July 6,Kingsblood Royal,Sinclair Lewis,1947,fiction
July 13,Kingsblood Royal,Sinclair Lewis,1947,fiction
July 20,Gentlemen's Agreement,Laura Z. Hobson,1947,fiction
July 27,Gentlemen's Agreement,Laura Z. Hobson,1947,fiction
August 3,Gentlemen's Agreement,Laura Z. Hobson,1947,fiction
August 10,Gentlemen's Agreement,Laura Z. Hobson,1947,fiction
August 17,The Moneyman,Thomas Costain,1947,fiction
August 24,The Moneyman,Thomas Costain,1947,fiction
August 31,The Moneyman,Thomas Costain,1947,fiction
September 7,The Moneyman,Thomas Costain,1947,fiction
September 14,The Moneyman,Thomas Costain,1947,fiction
September 21,The Moneyman,Thomas Costain,1947,fiction
September 28,The Moneyman,Thomas Costain,1947,fiction
October 5,The Moneyman,Thomas Costain,1947,fiction
October 12,The Moneyman,Thomas Costain,1947,fiction
October 19,The Moneyman,Thomas Costain,1947,fiction
October 26,The Moneyman,Thomas Costain,1947,fiction
November 2,The Moneyman,Thomas Costain,1947,fiction
November 9,The Moneyman,Thomas Costain,1947,fiction
November 16,House Divided,Ben Ames Williams,1947,fiction
November 23,House Divided,Ben Ames Williams,1947,fiction
November 30,House Divided,Ben Ames Williams,1947,fiction
December 7,House Divided,Ben Ames Williams,1947,fiction
December 14,House Divided,Ben Ames Williams,1947,fiction
December 21,House Divided,Ben Ames Williams,1947,fiction
December 28,House Divided,Ben Ames Williams,1947,fiction
