Date,Book,Author,Year,Genre
January 1,Franny and Zooey,J.D. Salinger,1962,fiction
January 8,Franny and Zooey,J.D. Salinger,1962,fiction
January 15,Franny and Zooey,J.D. Salinger,1962,fiction
January 22,Franny and Zooey,J.D. Salinger,1962,fiction
January 29,Franny and Zooey,J.D. Salinger,1962,fiction
February 5,Franny and Zooey,J.D. Salinger,1962,fiction
February 12,Franny and Zooey,J.D. Salinger,1962,fiction
February 19,Franny and Zooey,J.D. Salinger,1962,fiction
February 26,Franny and Zooey,J.D. Salinger,1962,fiction
March 4,Franny and Zooey,J.D. Salinger,1962,fiction
March 11,Franny and Zooey,J.D. Salinger,1962,fiction
March 18,Franny and Zooey,J.D. Salinger,1962,fiction
March 25,Franny and Zooey,J.D. Salinger,1962,fiction
April 1,Franny and Zooey,J.D. Salinger,1962,fiction
April 8,Franny and Zooey,J.D. Salinger,1962,fiction
April 15,Franny and Zooey,J.D. Salinger,1962,fiction
April 22,Franny and Zooey,J.D. Salinger,1962,fiction
April 29,Ship of Fools,Katherine Anne Porter,1962,fiction
May 6,Ship of Fools,Katherine Anne Porter,1962,fiction
May 13,Ship of Fools,Katherine Anne Porter,1962,fiction
May 20,Ship of Fools,Katherine Anne Porter,1962,fiction
May 27,Ship of Fools,Katherine Anne Porter,1962,fiction
June 3,Ship of Fools,Katherine Anne Porter,1962,fiction
June 10,Ship of Fools,Katherine Anne Porter,1962,fiction
June 17,Ship of Fools,Katherine Anne Porter,1962,fiction
June 24,Ship of Fools,Katherine Anne Porter,1962,fiction
July 1,Ship of Fools,Katherine Anne Porter,1962,fiction
July 8,Ship of Fools,Katherine Anne Porter,1962,fiction
July 15,Ship of Fools,Katherine Anne Porter,1962,fiction
July 22,Ship of Fools,Katherine Anne Porter,1962,fiction
July 29,Ship of Fools,Katherine Anne Porter,1962,fiction
August 5,Ship of Fools,Katherine Anne Porter,1962,fiction
August 12,Ship of Fools,Katherine Anne Porter,1962,fiction
August 19,Ship of Fools,Katherine Anne Porter,1962,fiction
August 26,Ship of Fools,Katherine Anne Porter,1962,fiction
September 2,Ship of Fools,Katherine Anne Porter,1962,fiction
September 9,Ship of Fools,Katherine Anne Porter,1962,fiction
September 16,Ship of Fools,Katherine Anne Porter,1962,fiction
September 23,Ship of Fools,Katherine Anne Porter,1962,fiction
September 30,Ship of Fools,Katherine Anne Porter,1962,fiction
October 7,Ship of Fools,Katherine Anne Porter,1962,fiction
October 14,Ship of Fools,Katherine Anne Porter,1962,fiction
October 21,Ship of Fools,Katherine Anne Porter,1962,fiction
October 28,A Shade of Difference,Allen Drury,1962,fiction
November 4,A Shade of Difference,Allen Drury,1962,fiction
November 11,A Shade of Difference,Allen Drury,1962,fiction
November 18,Seven Days in May,Fletcher Knebel,1962,fiction
November 25,A Shade of Difference,Allen Drury,1962,fiction
December 2,Seven Days in May,Fletcher Knebel,1962,fiction
December 9,Seven Days in May,Fletcher Knebel,1962,fiction
December 16,Not published due to the Newspaper Strike,Not published due to the Newspaper Strike,1962,fiction
December 23,Not published due to the Newspaper Strike,Not published due to the Newspaper Strike,1962,fiction
December 30,Not published due to the Newspaper Strike,Not published due to the Newspaper Strike,1962,fiction
