Date,Book,Author,Year,Genre
January 7,Origin,Dan Brown,2018,fiction
January 14,The People vs. Alex Cross,James Patterson,2018,fiction
January 21,The Woman in the Window,A.J. Finn,2018,fiction
January 28,The Woman in the Window,A.J. Finn,2018,fiction
February 4,City of Endless Night,Douglas Preston and Lincoln Child,2018,fiction
February 11,Judgment Road,Christine Feehan,2018,fiction
February 18,Dark in Death,J.D. Robb,2018,fiction
February 25,The Great Alone,Kristin Hannah,2018,fiction
March 4,The Great Alone,Kristin Hannah,2018,fiction
March 11,The Great Alone,Kristin Hannah,2018,fiction
March 18,The Great Alone,Kristin Hannah,2018,fiction
March 25,Burn Bright,Patricia Briggs,2018,fiction
April 1,The Rising Sea,Clive Cussler and Graham Brown,2018,fiction
April 8,Accidental Heroes,Danielle Steel,2018,fiction
April 15,The Disappeared,C. J. Box,2018,fiction
April 22,Ready Player One,Ernest Cline,2018,fiction
April 29,The Thief,J.R. Ward,2018,fiction
May 6,The Fallen,David Baldacci,2018,fiction
May 13,Twisted Prey,John Sandford,2018,fiction
May 20,The 17th Suspect,James Patterson and Maxine Paetro,2018,fiction
May 27,The 17th Suspect,James Patterson and Maxine Paetro,2018,fiction
June 3,The Cast,Danielle Steel,2018,fiction
June 10,The Outsider,Stephen King,2018,fiction
June 17,Shelter in Place,Nora Roberts,2018,fiction
June 24,The President Is Missing,James Patterson and Bill Clinton,2018,fiction
July 1,The President Is Missing,James Patterson and Bill Clinton,2018,fiction
July 8,The President Is Missing,James Patterson and Bill Clinton,2018,fiction
July 15,The President Is Missing,James Patterson and Bill Clinton,2018,fiction
July 22,The President Is Missing,James Patterson and Bill Clinton,2018,fiction
July 29,The President Is Missing,James Patterson and Bill Clinton,2018,fiction
August 5,The Other Woman,Daniel Silva,2018,fiction
August 12,Origin,Dan Brown,2018,fiction
August 19,Origin,Dan Brown,2018,fiction
August 26,Tailspin,Sandra Brown,2018,fiction
September 2,Crazy Rich Asians,Kevin Kwan,2018,fiction
September 9,Crazy Rich Asians,Kevin Kwan,2018,fiction
September 16,Crazy Rich Asians,Kevin Kwan,2018,fiction
September 23,Leverage In Death,J.D. Robb,2018,fiction
September 30,Juror #3,James Patterson and Nancy Allen,2018,fiction
October 7,Lethal White,Robert Galbraith,2018,fiction
October 14,Vince Flynn: Red War,Kyle Mills,2018,fiction
October 21,A Spark Of Light,Jodi Picoult,2018,fiction
October 28,Holy Ghost,John Sanford,2018,fiction
November 4,Every Breath,Nicholas Sparks,2018,fiction
November 11,The Reckoning,John Grisham,2018,fiction
November 18,Dark Sacred Night,Michael Connelly,2018,fiction
November 25,Past Tense,Lee Child,2018,fiction
December 2,Look Alive Twenty-Five,Janet Evanovich,2018,fiction
December 9,Fire and Blood,George R. R. Martin,2018,fiction
December 16,Kingdom of the Blind,Louise Penny,2018,fiction
December 23,Of Blood and Bone,Nora Roberts,2018,fiction
December 30,The Reckoning,John Grisham,2018,fiction
