Date,Book,Author,Year,Genre
January 7,The O'Reilly Factor,Bill O'Reilly,2001,nonfiction
January 14,The O'Reilly Factor,Bill O'Reilly,2001,nonfiction
January 21,The O'Reilly Factor,Bill O'Reilly,2001,nonfiction
January 28,An Hour Before Daylight,Jimmy Carter,2001,nonfiction
February 4,An Hour Before Daylight,Jimmy Carter,2001,nonfiction
February 11,An Hour Before Daylight,Jimmy Carter,2001,nonfiction
February 18,Ice Bound,Jerri Nielsen with Maryanne Vollers,2001,nonfiction
February 25,Ice Bound,Jerri Nielsen with Maryanne Vollers,2001,nonfiction
March 4,An Hour Before Daylight,Jimmy Carter,2001,nonfiction
March 11,An Hour Before Daylight,Jimmy Carter,2001,nonfiction
March 18,The O'Reilly Factor,Bill O'Reilly,2001,nonfiction
March 25,Longaberger,Dave Longaberger,2001,nonfiction
April 1,The O'Reilly Factor,Bill O'Reilly,2001,nonfiction
April 8,Seabiscuit,Laura Hillenbrand,2001,nonfiction
April 15,Seabiscuit,Laura Hillenbrand,2001,nonfiction
April 22,Seabiscuit,Laura Hillenbrand,2001,nonfiction
April 29,Seabiscuit,Laura Hillenbrand,2001,nonfiction
May 6,Seabiscuit,Laura Hillenbrand,2001,nonfiction
May 13,Seabiscuit,Laura Hillenbrand,2001,nonfiction
May 20,Napalm & Silly Putty,George Carlin,2001,nonfiction
May 27,Foley Is Good,Mick Foley,2001,nonfiction
June 3,Foley Is Good,Mick Foley,2001,nonfiction
June 10,John Adams,David McCullough,2001,nonfiction
June 17,John Adams,David McCullough,2001,nonfiction
June 24,John Adams,David McCullough,2001,nonfiction
July 1,John Adams,David McCullough,2001,nonfiction
July 8,John Adams,David McCullough,2001,nonfiction
July 15,John Adams,David McCullough,2001,nonfiction
July 22,John Adams,David McCullough,2001,nonfiction
July 29,John Adams,David McCullough,2001,nonfiction
August 5,John Adams,David McCullough,2001,nonfiction
August 12,John Adams,David McCullough,2001,nonfiction
August 19,John Adams,David McCullough,2001,nonfiction
August 26,John Adams,David McCullough,2001,nonfiction
September 2,John Adams,David McCullough,2001,nonfiction
September 9,The Wild Blue,Stephen Ambrose,2001,nonfiction
September 16,The Wild Blue,Stephen Ambrose,2001,nonfiction
September 23,The Wild Blue,Stephen Ambrose,2001,nonfiction
September 30,Jack: Straight from the Gut,Jack Welch with John A. Byrne,2001,nonfiction
October 7,Jack: Straight from the Gut,Jack Welch with John A. Byrne,2001,nonfiction
October 14,Jack: Straight from the Gut,Jack Welch with John A. Byrne,2001,nonfiction
October 21,Jack: Straight from the Gut,Jack Welch with John A. Byrne,2001,nonfiction
October 28,Germs,"Judith Miller, Stephen Engelberg and William Broad",2001,nonfiction
November 4,Germs,"Judith Miller, Stephen Engelberg and William Broad",2001,nonfiction
November 11,The No Spin Zone,Bill O'Reilly,2001,nonfiction
November 18,The No Spin Zone,Bill O'Reilly,2001,nonfiction
November 25,The No Spin Zone,Bill O'Reilly,2001,nonfiction
December 2,The No Spin Zone,Bill O'Reilly,2001,nonfiction
December 9,The No Spin Zone,Bill O'Reilly,2001,nonfiction
December 16,One Nation,Editors of Life Magazine,2001,nonfiction
December 23,The No Spin Zone,Bill O'Reilly,2001,nonfiction
December 30,The No Spin Zone,Bill O'Reilly,2001,nonfiction
