Date,Book,Author,Year,Genre
January 3,House Divided,Ben Ames Williams,1948,fiction
January 10,House Divided,Ben Ames Williams,1948,fiction
January 17,House Divided,Ben Ames Williams,1948,fiction
January 24,House Divided,Ben Ames Williams,1948,fiction
January 31,House Divided,Ben Ames Williams,1948,fiction
February 7,"East Side, West Side",Marcia Davenport,1948,fiction
February 14,"East Side, West Side",Marcia Davenport,1948,fiction
February 21,House Divided,Ben Ames Williams,1948,fiction
February 28,House Divided,Ben Ames Williams,1948,fiction
March 7,Eagle in the Sky,Van Wyck Mason,1948,fiction
March 14,Eagle in the Sky,Van Wyck Mason,1948,fiction
March 21,Eagle in the Sky,Van Wyck Mason,1948,fiction
March 28,Eagle in the Sky,Van Wyck Mason,1948,fiction
April 4,The Ides of March,Thornton Wilder,1948,fiction
April 11,Eagle in the Sky,Van Wyck Mason,1948,fiction
April 18,The Ides of March,Thornton Wilder,1948,fiction
April 25,Raintree County,Ross Lockridge,1948,fiction
May 2,Raintree County,Ross Lockridge,1948,fiction
May 9,unknown; not clear from source,unknown; not clear from source,1948,fiction
May 16,Raintree County,Ross Lockridge,1948,fiction
May 23,Pilgrim's Inn,Elizabeth Goudge,1948,fiction
May 30,Raintree County,Ross Lockridge,1948,fiction
June 6,Pilgrim's Inn,Elizabeth Goudge,1948,fiction
June 13,Pilgrim's Inn,Elizabeth Goudge,1948,fiction
June 20,The Naked and the Dead,Norman Mailer,1948,fiction
June 27,The Naked and the Dead,Norman Mailer,1948,fiction
July 4,The Naked and the Dead,Norman Mailer,1948,fiction
July 11,The Naked and the Dead,Norman Mailer,1948,fiction
July 18,The Naked and the Dead,Norman Mailer,1948,fiction
July 25,The Naked and the Dead,Norman Mailer,1948,fiction
August 1,The Naked and the Dead,Norman Mailer,1948,fiction
August 8,The Naked and the Dead,Norman Mailer,1948,fiction
August 15,The Naked and the Dead,Norman Mailer,1948,fiction
August 22,The Naked and the Dead,Norman Mailer,1948,fiction
August 29,The Naked and the Dead,Norman Mailer,1948,fiction
September 5,Shannon's Way,A. J. Cronin,1948,fiction
September 12,Shannon's Way,A. J. Cronin,1948,fiction
September 19,The Naked and the Dead,Norman Mailer,1948,fiction
September 26,Shannon's Way,A. J. Cronin,1948,fiction
October 3,The Naked and the Dead,Norman Mailer,1948,fiction
October 10,The Naked and the Dead,Norman Mailer,1948,fiction
October 17,The Naked and the Dead,Norman Mailer,1948,fiction
October 24,The Naked and the Dead,Norman Mailer,1948,fiction
October 31,The Naked and the Dead,Norman Mailer,1948,fiction
November 7,The Young Lions,Irwin Shaw,1948,fiction
November 14,The Naked and the Dead,Norman Mailer,1948,fiction
November 21,The Naked and the Dead,Norman Mailer,1948,fiction
November 28,The Young Lions,Irwin Shaw,1948,fiction
December 5,The Young Lions,Irwin Shaw,1948,fiction
December 12,The Young Lions,Irwin Shaw,1948,fiction
December 19,The Big Fisherman,Lloyd C. Douglas,1948,fiction
December 26,The Big Fisherman,Lloyd C. Douglas,1948,fiction
