Date,Book,Author,Year,Genre
January 7,For One More Day,Mitch Albom,2007,fiction
January 14,For One More Day,Mitch Albom,2007,fiction
January 21,For One More Day,Mitch Albom,2007,fiction
January 28,Plum Lovin',Janet Evanovich,2007,fiction
February 4,Plum Lovin',Janet Evanovich,2007,fiction
February 11,Plum Lovin',Janet Evanovich,2007,fiction
February 18,Plum Lovin',Janet Evanovich,2007,fiction
February 25,Step on a Crack,James Patterson,2007,fiction
March 4,Step on a Crack,James Patterson,2007,fiction
March 11,Innocent in Death,J.D. Robb,2007,fiction
March 18,Shopaholic and Baby,Sophie Kinsella,2007,fiction
March 25,Nineteen Minutes,Jodi Picoult,2007,fiction
April 1,Nineteen Minutes,Jodi Picoult,2007,fiction
April 8,Nineteen Minutes,Jodi Picoult,2007,fiction
April 15,Nineteen Minutes,Jodi Picoult,2007,fiction
April 22,I Heard That Song Before,Mary Higgins Clark,2007,fiction
April 29,I Heard That Song Before,Mary Higgins Clark,2007,fiction
May 6,The Children of Húrin,J. R. R. Tolkien,2007,fiction
May 13,Simple Genius,David Baldacci,2007,fiction
May 20,Simple Genius,David Baldacci,2007,fiction
May 27,The 6th Target,James Patterson and Maxine Paetro,2007,fiction
June 3,The 6th Target,James Patterson and Maxine Paetro,2007,fiction
June 10,A Thousand Splendid Suns,Khaled Hosseini,2007,fiction
June 17,A Thousand Splendid Suns,Khaled Hosseini,2007,fiction
June 24,A Thousand Splendid Suns,Khaled Hosseini,2007,fiction
July 1,A Thousand Splendid Suns,Khaled Hosseini,2007,fiction
July 8,Lean Mean Thirteen,Janet Evanovich,2007,fiction
July 15,A Thousand Splendid Suns,Khaled Hosseini,2007,fiction
July 22,The Quickie,James Patterson and Michael Ledwidge,2007,fiction
July 29,The Quickie,James Patterson and Michael Ledwidge,2007,fiction
August 5,A Thousand Splendid Suns,Khaled Hosseini,2007,fiction
August 12,A Thousand Splendid Suns,Khaled Hosseini,2007,fiction
August 19,A Thousand Splendid Suns,Khaled Hosseini,2007,fiction
August 26,A Thousand Splendid Suns,Khaled Hosseini,2007,fiction
September 2,A Thousand Splendid Suns,Khaled Hosseini,2007,fiction
September 9,A Thousand Splendid Suns,Khaled Hosseini,2007,fiction
September 16,A Thousand Splendid Suns,Khaled Hosseini,2007,fiction
September 23,A Thousand Splendid Suns,Khaled Hosseini,2007,fiction
September 30,You've Been Warned,James Patterson and Howard Roughan,2007,fiction
October 7,You've Been Warned,James Patterson and Howard Roughan,2007,fiction
October 14,Playing for Pizza,John Grisham,2007,fiction
October 21,Playing for Pizza,John Grisham,2007,fiction
October 28,World Without End,Ken Follett,2007,fiction
November 4,Playing for Pizza,John Grisham,2007,fiction
November 11,Book of the Dead,Patricia Cornwell,2007,fiction
November 18,Protect and Defended,Vince Flynn,2007,fiction
November 25,Stone Cold,David Baldacci,2007,fiction
December 2,Double Cross,James Patterson,2007,fiction
December 9,Double Cross,James Patterson,2007,fiction
December 16,Double Cross,James Patterson,2007,fiction
December 23,"""T"" Is for Trespass",Sue Grafton,2007,fiction
December 30,"""T"" Is for Trespass",Sue Grafton,2007,fiction
