Date,Book,Author,Year,Genre
January 3,The Citadel,A. J. Cronin,1938,fiction
January 10,The Citadel,A. J. Cronin,1938,fiction
January 17,The Citadel,A. J. Cronin,1938,fiction
January 24,The Citadel,A. J. Cronin,1938,fiction
January 31,The Citadel,A. J. Cronin,1938,fiction
February 7,The Prodigal Parents,Sinclair Lewis,1938,fiction
February 14,The Citadel,A. J. Cronin,1938,fiction
February 21,The Citadel,A. J. Cronin,1938,fiction
February 28,The Citadel,A. J. Cronin,1938,fiction
March 7,The Citadel,A. J. Cronin,1938,fiction
March 14,The Citadel,A. J. Cronin,1938,fiction
March 21,Action at Aquila,Hervey Allen,1938,fiction
March 28,The Citadel,A. J. Cronin,1938,fiction
April 4,Action at Aquila,Hervey Allen,1938,fiction
April 11,The Citadel,A. J. Cronin,1938,fiction
April 18,The Citadel,A. J. Cronin,1938,fiction
April 25,The Citadel,A. J. Cronin,1938,fiction
May 2,The Citadel,A. J. Cronin,1938,fiction
May 9,The Citadel,A. J. Cronin,1938,fiction
May 16,The Yearling,Marjorie Kinnan Rawlings,1938,fiction
May 23,The Yearling,Marjorie Kinnan Rawlings,1938,fiction
May 30,The Yearling,Marjorie Kinnan Rawlings,1938,fiction
June 6,The Yearling,Marjorie Kinnan Rawlings,1938,fiction
June 13,The Yearling,Marjorie Kinnan Rawlings,1938,fiction
June 20,The Yearling,Marjorie Kinnan Rawlings,1938,fiction
June 27,The Yearling,Marjorie Kinnan Rawlings,1938,fiction
July 4,The Yearling,Marjorie Kinnan Rawlings,1938,fiction
July 11,"My Son, My Son!",Howard Spring,1938,fiction
July 18,"My Son, My Son!",Howard Spring,1938,fiction
July 25,"My Son, My Son!",Howard Spring,1938,fiction
August 1,"My Son, My Son!",Howard Spring,1938,fiction
August 8,"My Son, My Son!",Howard Spring,1938,fiction
August 15,"My Son, My Son!",Howard Spring,1938,fiction
August 22,"My Son, My Son!",Howard Spring,1938,fiction
August 29,The Yearling,Marjorie Kinnan Rawlings,1938,fiction
September 5,The Yearling,Marjorie Kinnan Rawlings,1938,fiction
September 12,The Yearling,Marjorie Kinnan Rawlings,1938,fiction
September 19,The Yearling,Marjorie Kinnan Rawlings,1938,fiction
September 26,"My Son, My Son!",Howard Spring,1938,fiction
October 3,"My Son, My Son!",Howard Spring,1938,fiction
October 10,"My Son, My Son!",Howard Spring,1938,fiction
October 17,"My Son, My Son!",Howard Spring,1938,fiction
October 24,Rebecca,Daphne du Maurier,1938,fiction
October 31,Rebecca,Daphne du Maurier,1938,fiction
November 7,Rebecca,Daphne du Maurier,1938,fiction
November 14,Rebecca,Daphne du Maurier,1938,fiction
November 21,Rebecca,Daphne du Maurier,1938,fiction
November 28,All This and Heaven Too,Rachel Field,1938,fiction
December 5,Rebecca,Daphne du Maurier,1938,fiction
December 12,Rebecca,Daphne du Maurier,1938,fiction
December 19,Rebecca,Daphne du Maurier,1938,fiction
December 26,All This and Heaven Too,Rachel Field,1938,fiction
