Date,Book,Author,Year,Genre
January 4,Gone with the Wind,Margaret Mitchell,1937,fiction
January 11,Gone with the Wind,Margaret Mitchell,1937,fiction
January 18,Gone with the Wind,Margaret Mitchell,1937,fiction
January 25,Gone with the Wind,Margaret Mitchell,1937,fiction
February 1,Gone with the Wind,Margaret Mitchell,1937,fiction
February 8,Gone with the Wind,Margaret Mitchell,1937,fiction
February 15,Gone with the Wind,Margaret Mitchell,1937,fiction
February 22,Drums Along the Mohawk,Walter D. Edmonds,1937,fiction
March 1,Drums Along the Mohawk,Walter D. Edmonds,1937,fiction
March 8,Gone with the Wind,Margaret Mitchell,1937,fiction
March 15,Drums Along the Mohawk,Walter D. Edmonds,1937,fiction
March 22,Theatre,Somerset Maugham,1937,fiction
March 29,Theatre,Somerset Maugham,1937,fiction
April 5,Drums Along the Mohawk,Walter D. Edmonds,1937,fiction
April 12,Theatre,Somerset Maugham,1937,fiction
April 19,Theatre,Somerset Maugham,1937,fiction
April 26,Theatre,Somerset Maugham,1937,fiction
May 3,The Years,Virginia Woolf,1937,fiction
May 10,The Years,Virginia Woolf,1937,fiction
May 17,The Outward Room,Millen Brand,1937,fiction
May 24,The Outward Room,Millen Brand,1937,fiction
May 31,The Years,Virginia Woolf,1937,fiction
June 7,The Outward Room,Millen Brand,1937,fiction
June 14,The Outward Room,Millen Brand,1937,fiction
June 21,The Outward Room,Millen Brand,1937,fiction
June 28,The Outward Room,Millen Brand,1937,fiction
July 5,The Outward Room,Millen Brand,1937,fiction
July 12,The Years,Virginia Woolf,1937,fiction
July 19,Northwest Passage,Kenneth Roberts,1937,fiction
July 26,Northwest Passage,Kenneth Roberts,1937,fiction
August 2,Northwest Passage,Kenneth Roberts,1937,fiction
August 9,Northwest Passage,Kenneth Roberts,1937,fiction
August 16,Northwest Passage,Kenneth Roberts,1937,fiction
August 23,Northwest Passage,Kenneth Roberts,1937,fiction
August 30,Northwest Passage,Kenneth Roberts,1937,fiction
September 6,Northwest Passage,Kenneth Roberts,1937,fiction
September 13,Northwest Passage,Kenneth Roberts,1937,fiction
September 20,Northwest Passage,Kenneth Roberts,1937,fiction
September 27,Northwest Passage,Kenneth Roberts,1937,fiction
October 4,The Citadel,A. J. Cronin,1937,fiction
October 11,Northwest Passage,Kenneth Roberts,1937,fiction
October 18,Northwest Passage,Kenneth Roberts,1937,fiction
October 25,Northwest Passage,Kenneth Roberts,1937,fiction
November 1,The Citadel,A. J. Cronin,1937,fiction
November 8,The Citadel,A. J. Cronin,1937,fiction
November 15,The Citadel,A. J. Cronin,1937,fiction
November 22,Northwest Passage,Kenneth Roberts,1937,fiction
November 29,The Citadel,A. J. Cronin,1937,fiction
December 6,The Citadel,A. J. Cronin,1937,fiction
December 13,The Citadel,A. J. Cronin,1937,fiction
December 20,The Citadel,A. J. Cronin,1937,fiction
December 27,The Citadel,A. J. Cronin,1937,fiction
