Date,Book,Author,Year,Genre
January 1,Teacher Man,Frank McCourt,2006,nonfiction
January 8,Team of Rivals,Doris Kearns Goodwin,2006,nonfiction
January 15,Our Endangered Values,Jimmy Carter,2006,nonfiction
January 22,My Friend Leonard,James Frey,2006,nonfiction
January 29,For Laci,Sharon Rocha,2006,nonfiction
February 5,For Laci,Sharon Rocha,2006,nonfiction
February 12,Marley & Me,John Grogan,2006,nonfiction
February 19,Marley & Me,John Grogan,2006,nonfiction
February 26,Marley & Me,John Grogan,2006,nonfiction
March 5,Marley & Me,John Grogan,2006,nonfiction
March 12,Marley & Me,John Grogan,2006,nonfiction
March 19,Marley & Me,John Grogan,2006,nonfiction
March 26,Marley & Me,John Grogan,2006,nonfiction
April 2,Marley & Me,John Grogan,2006,nonfiction
April 9,Marley & Me,John Grogan,2006,nonfiction
April 16,Marley & Me,John Grogan,2006,nonfiction
April 23,Marley & Me,John Grogan,2006,nonfiction
April 30,Don't Make a Black Woman Take off Her Earrings,Tyler Perry,2006,nonfiction
May 7,Don't Make a Black Woman Take off Her Earrings,Tyler Perry,2006,nonfiction
May 14,Marley & Me,John Grogan,2006,nonfiction
May 21,Marley & Me,John Grogan,2006,nonfiction
May 28,Marley & Me,John Grogan,2006,nonfiction
June 4,Marley & Me,John Grogan,2006,nonfiction
June 11,Marley & Me,John Grogan,2006,nonfiction
June 18,Dispatches from the Edge,Anderson Cooper,2006,nonfiction
June 25,Godless: The Church of Liberalism,Ann Coulter,2006,nonfiction
July 2,Wisdom of Our Fathers,Tim Russert,2006,nonfiction
July 9,Godless: The Church of Liberalism,Ann Coulter,2006,nonfiction
July 16,Marley & Me,John Grogan,2006,nonfiction
July 23,Marley & Me,John Grogan,2006,nonfiction
July 30,Marley & Me,John Grogan,2006,nonfiction
August 6,Marley & Me,John Grogan,2006,nonfiction
August 13,Fiasco,Thomas E. Ricks,2006,nonfiction
August 20,Fiasco,Thomas E. Ricks,2006,nonfiction
August 27,Marley & Me,John Grogan,2006,nonfiction
September 3,Marley & Me,John Grogan,2006,nonfiction
September 10,I Feel Bad About My Neck,Nora Ephron,2006,nonfiction
September 17,I Feel Bad About My Neck,Nora Ephron,2006,nonfiction
September 24,I Feel Bad About My Neck,Nora Ephron,2006,nonfiction
October 1,Marley & Me,John Grogan,2006,nonfiction
October 8,I Feel Bad About My Neck,Nora Ephron,2006,nonfiction
October 15,Culture Warrior,Bill O'Reilly,2006,nonfiction
October 22,State of Denial,Bob Woodward,2006,nonfiction
October 29,The Innocent Man,John Grisham,2006,nonfiction
November 5,The Innocent Man,John Grisham,2006,nonfiction
November 12,The Audacity of Hope,Barack Obama,2006,nonfiction
November 19,The Audacity of Hope,Barack Obama,2006,nonfiction
November 26,The Audacity of Hope,Barack Obama,2006,nonfiction
December 3,The Audacity of Hope,Barack Obama,2006,nonfiction
December 10,The Innocent Man,John Grisham,2006,nonfiction
December 17,The Innocent Man,John Grisham,2006,nonfiction
December 24,The Audacity of Hope,Barack Obama,2006,nonfiction
December 31,The Audacity of Hope,Barack Obama,2006,nonfiction
