Date,Book,Author,Year,Genre
January 4,Gray Mountain,John Grisham,2015,fiction
January 11,Gone Girl,Gillian Flynn,2015,fiction
January 18,All the Light We Cannot See,Anthony Doerr,2015,fiction
January 25,All the Light We Cannot See,Anthony Doerr,2015,fiction
February 1,The Girl on the Train,Paula Hawkins,2015,fiction
February 8,The Girl on the Train,Paula Hawkins,2015,fiction
February 15,The Girl on the Train,Paula Hawkins,2015,fiction
February 22,The Girl on the Train,Paula Hawkins,2015,fiction
March 1,The Girl on the Train,Paula Hawkins,2015,fiction
March 8,The Girl on the Train,Paula Hawkins,2015,fiction
March 15,The Girl on the Train,Paula Hawkins,2015,fiction
March 22,The Girl on the Train,Paula Hawkins,2015,fiction
March 29,The Girl on the Train,Paula Hawkins,2015,fiction
April 5,The Girl on the Train,Paula Hawkins,2015,fiction
April 12,The Girl on the Train,Paula Hawkins,2015,fiction
April 19,The Girl on the Train,Paula Hawkins,2015,fiction
April 26,The Girl on the Train,Paula Hawkins,2015,fiction
May 3,The Liar,Nora Roberts,2015,fiction
May 10,Memory Man,David Baldacci,2015,fiction
May 17,Gathering Prey,John Sandford,2015,fiction
May 24,14th Deadly Sin,James Patterson,2015,fiction
May 31,The Girl on the Train,Paula Hawkins,2015,fiction
June 7,The Girl on the Train,Paula Hawkins,2015,fiction
June 14,Radiant Angel,Nelson DeMille,2015,fiction
June 21,Finders Keepers,Stephen King,2015,fiction
June 28,The Girl on the Train,Paula Hawkins,2015,fiction
July 5,Grey,E. L. James,2015,fiction
July 12,Grey,E. L. James,2015,fiction
July 19,Grey,E. L. James,2015,fiction
July 26,Grey,E. L. James,2015,fiction
August 2,Go Set a Watchman,Harper Lee,2015,fiction
August 9,Go Set a Watchman,Harper Lee,2015,fiction
August 16,Go Set a Watchman,Harper Lee,2015,fiction
August 23,Alert,James Patterson and Michael Ledwidge,2015,fiction
August 30,Go Set a Watchman,Harper Lee,2015,fiction
September 6,Friction,Sandra Brown,2015,fiction
September 13,X,Sue Grafton,2015,fiction
September 20,The Girl in the Spider's Web,David Lagercrantz,2015,fiction
September 27,Make Me,Lee Child,2015,fiction
October 4,The Martian,Andy Weir,2015,fiction
October 11,The Martian,Andy Weir,2015,fiction
October 18,The Martian,Andy Weir,2015,fiction
October 25,The Survivor,Vince Flynn and Kyle Mills,2015,fiction
November 1,See Me,Nicholas Sparks,2015,fiction
November 8,Rogue Lawyer,John Grisham,2015,fiction
November 15,Rogue Lawyer,John Grisham,2015,fiction
November 22,The Crossing,Michael Connelly,2015,fiction
November 29,Rogue Lawyer,John Grisham,2015,fiction
December 6,Tricky Twenty-Two,Janet Evanovich,2015,fiction
December 13,Cross Justice,James Patterson,2015,fiction
December 20,The Nightingale,Kristin Hannah,2015,fiction
December 27,Rogue Lawyer,John Grisham,2015,fiction
