Date,Book,Author,Year,Genre
January 6,Skipping Christmas,John Grisham,2002,fiction
January 13,Skipping Christmas,John Grisham,2002,fiction
January 20,One Door Away from Heaven,Dean Koontz,2002,fiction
January 27,One Door Away from Heaven,Dean Koontz,2002,fiction
February 3,Journey Through Heartsongs,Mattie Stepanek,2002,fiction
February 10,Journey Through Heartsongs,Mattie Stepanek,2002,fiction
February 17,The Diary of Ellen Rimbauer,Joyce Reardon,2002,fiction
February 24,The Summons,John Grisham,2002,fiction
March 3,The Summons,John Grisham,2002,fiction
March 10,The Summons,John Grisham,2002,fiction
March 17,The Summons,John Grisham,2002,fiction
March 24,2nd Chance,James Patterson and Andrew Gross,2002,fiction
March 31,2nd Chance,James Patterson and Andrew Gross,2002,fiction
April 7,Everything's Eventual,Stephen King,2002,fiction
April 14,Everything's Eventual,Stephen King,2002,fiction
April 21,Three Fates,Nora Roberts,2002,fiction
April 28,The Nanny Diaries,Emma McLaughlin and Nicola Kraus,2002,fiction
May 5,Daddy's Little Girl,Mary Higgins Clark,2002,fiction
May 12,Daddy's Little Girl,Mary Higgins Clark,2002,fiction
May 19,The Shelters of Stone,Jean M. Auel,2002,fiction
May 26,The Shelters of Stone,Jean M. Auel,2002,fiction
June 2,The Shelters of Stone,Jean M. Auel,2002,fiction
June 9,The Shelters of Stone,Jean M. Auel,2002,fiction
June 16,In This Mountain,Jan Karon,2002,fiction
June 23,In This Mountain,Jan Karon,2002,fiction
June 30,The Beach House,James Patterson and Peter de Jonge,2002,fiction
July 7,Hard Eight,Janet Evanovich,2002,fiction
July 14,The Beach House,James Patterson and Peter de Jonge,2002,fiction
July 21,The Remnant,Tim LaHaye and Jerry B. Jenkins,2002,fiction
July 28,The Remnant,Tim LaHaye and Jerry B. Jenkins,2002,fiction
August 4,The Remnant,Tim LaHaye and Jerry B. Jenkins,2002,fiction
August 11,The Remnant,Tim LaHaye and Jerry B. Jenkins,2002,fiction
August 18,The Lovely Bones,Alice Sebold,2002,fiction
August 25,Red Rabbit,Tom Clancy,2002,fiction
September 1,Red Rabbit,Tom Clancy,2002,fiction
September 8,Red Rabbit,Tom Clancy,2002,fiction
September 15,The Lovely Bones,Alice Sebold,2002,fiction
September 22,The Lovely Bones,Alice Sebold,2002,fiction
September 29,The Lovely Bones,Alice Sebold,2002,fiction
October 6,Nights in Rodanthe,Nicholas Sparks,2002,fiction
October 13,From a Buick 8,Stephen King,2002,fiction
October 20,The Lovely Bones,Alice Sebold,2002,fiction
October 27,The Lovely Bones,Alice Sebold,2002,fiction
November 3,"""Q"" Is for Quarry",Sue Grafton,2002,fiction
November 10,"""Q"" Is for Quarry",Sue Grafton,2002,fiction
November 17,Answered Prayers,Danielle Steel,2002,fiction
November 24,Chesapeake Blue,Nora Roberts,2002,fiction
December 1,Chesapeake Blue,Nora Roberts,2002,fiction
December 8,Four Blind Mice,James Patterson,2002,fiction
December 15,Prey,Michael Crichton,2002,fiction
December 22,Prey,Michael Crichton,2002,fiction
December 29,Prey,Michael Crichton,2002,fiction
