Date,Book,Author,Year,Genre
January 6,It Can't Happen Here,Sinclair Lewis,1936,fiction
January 13,It Can't Happen Here,Sinclair Lewis,1936,fiction
January 20,If I Have Four Apples,Josephine Lawrence,1936,fiction
January 27,If I Have Four Apples,Josephine Lawrence,1936,fiction
February 3,If I Have Four Apples,Josephine Lawrence,1936,fiction
February 10,The Last Puritan,George Santayana,1936,fiction
February 17,The Last Puritan,George Santayana,1936,fiction
February 24,The Last Puritan,George Santayana,1936,fiction
March 2,The Last Puritan,George Santayana,1936,fiction
March 9,The Last Puritan,George Santayana,1936,fiction
March 16,The Last Puritan,George Santayana,1936,fiction
March 23,The Last Puritan,George Santayana,1936,fiction
March 30,The Last Puritan,George Santayana,1936,fiction
April 6,The Last Puritan,George Santayana,1936,fiction
April 13,The Last Puritan,George Santayana,1936,fiction
April 20,The Last Puritan,George Santayana,1936,fiction
April 27,Sparkenbroke,Charles Langbridge Morgan,1936,fiction
May 4,Sparkenbroke,Charles Langbridge Morgan,1936,fiction
May 11,Sparkenbroke,Charles Langbridge Morgan,1936,fiction
May 18,Sparkenbroke,Charles Langbridge Morgan,1936,fiction
May 25,Sparkenbroke,Charles Langbridge Morgan,1936,fiction
June 1,The Weather in the Streets,Rosamond Lehmann,1936,fiction
June 8,The Doctor,Mary Roberts Rinehart,1936,fiction
June 15,The Doctor,Mary Roberts Rinehart,1936,fiction
June 22,The Doctor,Mary Roberts Rinehart,1936,fiction
June 29,The Doctor,Mary Roberts Rinehart,1936,fiction
July 6,Sanfelice,Vincent Sheean,1936,fiction
July 13,Gone with the Wind,Margaret Mitchell,1936,fiction
July 20,Gone with the Wind,Margaret Mitchell,1936,fiction
July 27,Gone with the Wind,Margaret Mitchell,1936,fiction
August 3,Gone with the Wind,Margaret Mitchell,1936,fiction
August 10,Gone with the Wind,Margaret Mitchell,1936,fiction
August 17,Gone with the Wind,Margaret Mitchell,1936,fiction
August 24,Gone with the Wind,Margaret Mitchell,1936,fiction
August 31,Gone with the Wind,Margaret Mitchell,1936,fiction
September 7,Gone with the Wind,Margaret Mitchell,1936,fiction
September 14,Gone with the Wind,Margaret Mitchell,1936,fiction
September 21,Gone with the Wind,Margaret Mitchell,1936,fiction
September 28,Gone with the Wind,Margaret Mitchell,1936,fiction
October 5,Gone with the Wind,Margaret Mitchell,1936,fiction
October 12,Gone with the Wind,Margaret Mitchell,1936,fiction
October 19,Gone with the Wind,Margaret Mitchell,1936,fiction
October 26,Gone with the Wind,Margaret Mitchell,1936,fiction
November 2,Gone with the Wind,Margaret Mitchell,1936,fiction
November 9,Gone with the Wind,Margaret Mitchell,1936,fiction
November 16,Gone with the Wind,Margaret Mitchell,1936,fiction
November 23,Gone with the Wind,Margaret Mitchell,1936,fiction
November 30,Gone with the Wind,Margaret Mitchell,1936,fiction
December 7,Gone with the Wind,Margaret Mitchell,1936,fiction
December 14,Gone with the Wind,Margaret Mitchell,1936,fiction
December 21,Gone with the Wind,Margaret Mitchell,1936,fiction
December 28,Gone with the Wind,Margaret Mitchell,1936,fiction
