Date,Book,Author,Year,Genre
January 1,The Nazarene,Sholem Asch,1940,fiction
January 8,The Nazarene,Sholem Asch,1940,fiction
January 15,The Nazarene,Sholem Asch,1940,fiction
January 22,The Nazarene,Sholem Asch,1940,fiction
January 29,The Nazarene,Sholem Asch,1940,fiction
February 5,Kitty Foyle,Christopher Morley,1940,fiction
February 12,The Nazarene,Sholem Asch,1940,fiction
February 19,Kitty Foyle,Christopher Morley,1940,fiction
February 26,Kitty Foyle,Christopher Morley,1940,fiction
March 4,How Green Was My Valley,Richard Llewellyn,1940,fiction
March 11,How Green Was My Valley,Richard Llewellyn,1940,fiction
March 18,Native Son,Richard Wright,1940,fiction
March 25,How Green Was My Valley,Richard Llewellyn,1940,fiction
April 1,How Green Was My Valley,Richard Llewellyn,1940,fiction
April 8,How Green Was My Valley,Richard Llewellyn,1940,fiction
April 15,How Green Was My Valley,Richard Llewellyn,1940,fiction
April 22,How Green Was My Valley,Richard Llewellyn,1940,fiction
April 29,How Green Was My Valley,Richard Llewellyn,1940,fiction
May 6,How Green Was My Valley,Richard Llewellyn,1940,fiction
May 13,How Green Was My Valley,Richard Llewellyn,1940,fiction
May 20,How Green Was My Valley,Richard Llewellyn,1940,fiction
May 27,How Green Was My Valley,Richard Llewellyn,1940,fiction
June 3,How Green Was My Valley,Richard Llewellyn,1940,fiction
June 10,Stars on the Sea,F. Van Wyck Mason,1940,fiction
June 17,Stars on the Sea,F. Van Wyck Mason,1940,fiction
June 24,Stars on the Sea,F. Van Wyck Mason,1940,fiction
July 1,Stars on the Sea,F. Van Wyck Mason,1940,fiction
July 8,Stars on the Sea,F. Van Wyck Mason,1940,fiction
July 15,Stars on the Sea,F. Van Wyck Mason,1940,fiction
July 22,Stars on the Sea,F. Van Wyck Mason,1940,fiction
July 29,Stars on the Sea,F. Van Wyck Mason,1940,fiction
August 5,Stars on the Sea,F. Van Wyck Mason,1940,fiction
August 12,Stars on the Sea,F. Van Wyck Mason,1940,fiction
August 19,Mrs. Miniver,Jan Struther,1940,fiction
August 26,Mrs. Miniver,Jan Struther,1940,fiction
September 2,Mrs. Miniver,Jan Struther,1940,fiction
September 9,The Beloved Returns,Thomas Mann,1940,fiction
September 16,The Beloved Returns,Thomas Mann,1940,fiction
September 23,Mrs. Miniver,Jan Struther,1940,fiction
September 30,You Can't Go Home Again,Thomas Wolfe,1940,fiction
October 7,You Can't Go Home Again,Thomas Wolfe,1940,fiction
October 14,Mrs. Miniver,Jan Struther,1940,fiction
October 21,Mrs. Miniver,Jan Struther,1940,fiction
October 28,For Whom the Bell Tolls,Ernest Hemingway,1940,fiction
November 4,For Whom the Bell Tolls,Ernest Hemingway,1940,fiction
November 11,For Whom the Bell Tolls,Ernest Hemingway,1940,fiction
November 18,For Whom the Bell Tolls,Ernest Hemingway,1940,fiction
November 25,For Whom the Bell Tolls,Ernest Hemingway,1940,fiction
December 2,Oliver Wiswell,Kenneth Roberts,1940,fiction
December 9,Oliver Wiswell,Kenneth Roberts,1940,fiction
December 16,Oliver Wiswell,Kenneth Roberts,1940,fiction
December 23,Oliver Wiswell,Kenneth Roberts,1940,fiction
December 30,Oliver Wiswell,Kenneth Roberts,1940,fiction
