Date,Book,Author,Year,Genre
January 5,Where the Crawdads Sing,Delia Owens,2020,fiction
January 12,Where the Crawdads Sing,Delia Owens,2020,fiction
January 19,Where the Crawdads Sing,Delia Owens,2020,fiction
January 26,Where the Crawdads Sing,Delia Owens,2020,fiction
February 2,Where the Crawdads Sing,Delia Owens,2020,fiction
February 9,American Dirt,Jeanine Cummins,2020,fiction
February 16,American Dirt,Jeanine Cummins,2020,fiction
February 23,Golden in Death,J.D. Robb,2020,fiction
March 1,American Dirt,Jeanine Cummins,2020,fiction
March 8,One Minute Out,Mark Greaney,2020,fiction
March 15,Blindside,James Patterson and James O. Born,2020,fiction
March 22,House of Earth and Blood,Sarah J. Maas,2020,fiction
March 29,The Mirror and the Light,Hilary Mantel,2020,fiction
April 5,The Boy from the Woods,Harlan Coben,2020,fiction
April 12,Little Fires Everywhere,Celeste Ng,2020,fiction
April 19,Little Fires Everywhere,Celeste Ng,2020,fiction
April 25,Little Fires Everywhere,Celeste Ng,2020,fiction
May 3,Masked Prey,John Sandford,2020,fiction
May 10,Walk The Wire,David Baldacci,2020,fiction
May 17,Camino Winds,John Grisham,2020,fiction
May 24,The 20th Victim,James Patterson and Maxine Paetro,2020,fiction
May 31,Camino Winds,John Grisham,2020,fiction
June 7,Camino Winds,John Grisham,2020,fiction
June 14,Hideaway,Nora Roberts,2020,fiction
June 21,The Vanishing Half,Brit Bennett,2020,fiction
June 28,The Summer House,James Patterson and Brendan DuBois,2020,fiction
July 5,28 Summers,Elin Hilderbrand,2020,fiction
July 12,28 Summers,Elin Hilderbrand,2020,fiction
July 19,The Vanishing Half,Brit Bennett,2020,fiction
July 26,The Vanishing Half,Brit Bennett,2020,fiction
August 2,The Order,Daniel Silva,2020,fiction
August 9,Near Dark,Brad Thor,2020,fiction
August 16,Deadlock,Catherine Coulter,2020,fiction
August 23,Where the Crawdads Sing,Delia Owens,2020,fiction
August 30,Where the Crawdads Sing,Delia Owens,2020,fiction
September 6,Royal,Danielle Steel,2020,fiction
September 13,Thick as Thieves,Sandra Brown,2020,fiction
September 20,All the Devils Are Here,Louise Penny,2020,fiction
September 27,Shadows in Death,J.D. Robb,2020,fiction
October 4,The Evening and the Morning,Ken Follett,2020,fiction
October 11,The Book of Two Ways,Jodi Picoult,2020,fiction
October 18,The Return,Nicholas Sparks,2020,fiction
October 25,Troubles in Paradise,Elin Hilderbrand,2020,fiction
November 1,A Time for Mercy,John Grisham,2020,fiction
November 8,A Time for Mercy,John Grisham,2020,fiction
November 15,The Sentinel,Lee Child and Andrew Child,2020,fiction
November 22,Fortune and Glory,Janet Evanovich,2020,fiction
November 29,The Law of Innocence,Michael Connelly,2020,fiction
December 6,Rhythm of War,Brandon Sanderson,2020,fiction
December 13,Ready Player Two,Ernest Cline,2020,fiction
December 20,Ready Player Two,Ernest Cline,2020,fiction
December 27,Ready Player Two,Ernest Cline,2020,fiction
