Date,Book,Author,Year,Genre
January 5,A Reporter's Life,Walter Cronkite,1997,nonfiction
January 12,A Reporter's Life,Walter Cronkite,1997,nonfiction
January 19,A Reporter's Life,Walter Cronkite,1997,nonfiction
January 26,A Reporter's Life,Walter Cronkite,1997,nonfiction
February 2,A Reporter's Life,Walter Cronkite,1997,nonfiction
February 9,A Reporter's Life,Walter Cronkite,1997,nonfiction
February 16,Angela's Ashes,Frank McCourt,1997,nonfiction
February 23,Personal History,Katharine Graham,1997,nonfiction
March 2,Personal History,Katharine Graham,1997,nonfiction
March 9,Personal History,Katharine Graham,1997,nonfiction
March 16,Murder in Brentwood,Mark Fuhrman,1997,nonfiction
March 23,Murder in Brentwood,Mark Fuhrman,1997,nonfiction
March 30,Angela's Ashes,Frank McCourt,1997,nonfiction
April 6,Angela's Ashes,Frank McCourt,1997,nonfiction
April 13,Angela's Ashes,Frank McCourt,1997,nonfiction
April 20,Angela's Ashes,Frank McCourt,1997,nonfiction
April 27,Angela's Ashes,Frank McCourt,1997,nonfiction
May 4,Angela's Ashes,Frank McCourt,1997,nonfiction
May 11,Underboss,Peter Maas,1997,nonfiction
May 18,Angela's Ashes,Frank McCourt,1997,nonfiction
May 25,Mothers & Daughters,Carol Saline and Sharon J. Wohlmuth,1997,nonfiction
June 1,Without a Doubt,Marcia Clark with Teresa Carpenter,1997,nonfiction
June 8,Into Thin Air,Jon Krakauer,1997,nonfiction
June 15,Into Thin Air,Jon Krakauer,1997,nonfiction
June 22,Into Thin Air,Jon Krakauer,1997,nonfiction
June 29,Just as I Am,Billy Graham,1997,nonfiction
July 6,Into Thin Air,Jon Krakauer,1997,nonfiction
July 13,Angela's Ashes,Frank McCourt,1997,nonfiction
July 20,Angela's Ashes,Frank McCourt,1997,nonfiction
July 27,Angela's Ashes,Frank McCourt,1997,nonfiction
August 3,Angela's Ashes,Frank McCourt,1997,nonfiction
August 10,Angela's Ashes,Frank McCourt,1997,nonfiction
August 17,Angela's Ashes,Frank McCourt,1997,nonfiction
August 24,Angela's Ashes,Frank McCourt,1997,nonfiction
August 31,Angela's Ashes,Frank McCourt,1997,nonfiction
September 7,Angela's Ashes,Frank McCourt,1997,nonfiction
September 14,Angela's Ashes,Frank McCourt,1997,nonfiction
September 21,Angela's Ashes,Frank McCourt,1997,nonfiction
September 28,Angela's Ashes,Frank McCourt,1997,nonfiction
October 5,The Royals,Kitty Kelley,1997,nonfiction
October 12,The Royals,Kitty Kelley,1997,nonfiction
October 19,The Royals,Kitty Kelley,1997,nonfiction
October 26,The Royals,Kitty Kelley,1997,nonfiction
November 2,Diana: Her True Story - In Her Own Words,Andrew Morton,1997,nonfiction
November 9,Diana: Her True Story - In Her Own Words,Andrew Morton,1997,nonfiction
November 16,Diana: Her True Story - In Her Own Words,Andrew Morton,1997,nonfiction
November 23,Angela's Ashes,Frank McCourt,1997,nonfiction
November 30,Midnight in the Garden of Good and Evil,John Berendt,1997,nonfiction
December 7,Midnight in the Garden of Good and Evil,John Berendt,1997,nonfiction
December 14,Midnight in the Garden of Good and Evil,John Berendt,1997,nonfiction
December 21,Midnight in the Garden of Good and Evil,John Berendt,1997,nonfiction
December 28,Midnight in the Garden of Good and Evil,John Berendt,1997,nonfiction
