Date,Book,Author,Year,Genre
January 1,11/22/63,Stephen King,2012,fiction
January 8,11/22/63,Stephen King,2012,fiction
January 15,77 Shadow Street,Dean Koontz,2012,fiction
January 22,Private: #1 Suspect,James Patterson and Maxine Paetro,2012,fiction
January 29,Believing the Lie,Elizabeth George,2012,fiction
February 5,Private: #1 Suspect,James Patterson and Maxine Paetro,2012,fiction
February 12,Taken,Robert Crais,2012,fiction
February 19,Home Front,Kristin Hannah,2012,fiction
February 26,Kill Shot,Vince Flynn,2012,fiction
March 4,Private Games,James Patterson,2012,fiction
March 11,Celebrity in Death,J. D. Robb,2012,fiction
March 18,Fifty Shades of Grey,E.L. James,2012,fiction
March 25,Fifty Shades of Grey,E.L. James,2012,fiction
April 1,Fifty Shades of Grey,E.L. James,2012,fiction
April 8,Fifty Shades of Grey,E.L. James,2012,fiction
April 15,Fifty Shades of Grey,E.L. James,2012,fiction
April 22,Fifty Shades of Grey,E.L. James,2012,fiction
April 29,Fifty Shades of Grey,E.L. James,2012,fiction
May 6,Fifty Shades of Grey,E.L. James,2012,fiction
May 13,Fifty Shades of Grey,E.L. James,2012,fiction
May 20,Fifty Shades of Grey,E.L. James,2012,fiction
May 27,Fifty Shades of Grey,E.L. James,2012,fiction
June 3,Fifty Shades of Grey,E.L. James,2012,fiction
June 10,Fifty Shades of Grey,E.L. James,2012,fiction
June 17,Fifty Shades of Grey,E.L. James,2012,fiction
June 24,Fifty Shades of Grey,E.L. James,2012,fiction
July 1,Fifty Shades of Grey,E.L. James,2012,fiction
July 8,Fifty Shades of Grey,E.L. James,2012,fiction
July 15,Fifty Shades of Grey,E.L. James,2012,fiction
July 22,Fifty Shades of Grey,E.L. James,2012,fiction
July 29,Fifty Shades of Grey,E.L. James,2012,fiction
August 5,Fifty Shades of Grey,E.L. James,2012,fiction
August 12,Fifty Shades of Grey,E.L. James,2012,fiction
August 19,Fifty Shades of Grey,E.L. James,2012,fiction
August 26,Fifty Shades of Grey,E.L. James,2012,fiction
September 2,Fifty Shades of Grey,E.L. James,2012,fiction
September 9,Fifty Shades of Grey,E.L. James,2012,fiction
September 16,Fifty Shades of Grey,E.L. James,2012,fiction
September 23,Fifty Shades of Grey,E.L. James,2012,fiction
September 30,A Wanted Man,Lee Child,2012,fiction
October 7,Winter of the World,Ken Follett,2012,fiction
October 14,The Casual Vacancy,J.K. Rowling,2012,fiction
October 21,Reflected in You,Sylvia Day,2012,fiction
October 28,Reflected in You,Sylvia Day,2012,fiction
November 4,The Bone Bed,Patricia Cornwell,2012,fiction
November 11,The Racketeer,John Grisham,2012,fiction
November 18,The Racketeer,John Grisham,2012,fiction
November 25,The Perfect Hope,Nora Roberts,2012,fiction
December 2,The Last Man,Vince Flynn,2012,fiction
December 9,Notorious Nineteen,Janet Evanovich,2012,fiction
December 16,The Black Box,Michael Connelly,2012,fiction
December 23,Threat Vector,Tom Clancy,2012,fiction
December 30,Gone Girl,Gillian Flynn,2012,fiction
