Date,Book,Author,Year,Genre
January 1,The Egyptian,Mika Waltari,1950,fiction
January 8,The Egyptian,Mika Waltari,1950,fiction
January 15,The Egyptian,Mika Waltari,1950,fiction
January 22,The Egyptian,Mika Waltari,1950,fiction
January 29,The Egyptian,Mika Waltari,1950,fiction
February 5,The Egyptian,Mika Waltari,1950,fiction
February 12,The Egyptian,Mika Waltari,1950,fiction
February 19,The Parasites,Daphne du Maurier,1950,fiction
February 26,The Parasites,Daphne du Maurier,1950,fiction
March 5,The Parasites,Daphne du Maurier,1950,fiction
March 12,The Parasites,Daphne du Maurier,1950,fiction
March 19,The Parasites,Daphne du Maurier,1950,fiction
March 26,The Wall,John Hersey,1950,fiction
April 2,The Wall,John Hersey,1950,fiction
April 9,The Wall,John Hersey,1950,fiction
April 16,The Wall,John Hersey,1950,fiction
April 23,The Wall,John Hersey,1950,fiction
April 30,The Cardinal,Henry Morton Robinson,1950,fiction
May 7,The Cardinal,Henry Morton Robinson,1950,fiction
May 14,The Cardinal,Henry Morton Robinson,1950,fiction
May 21,The Cardinal,Henry Morton Robinson,1950,fiction
May 28,The Cardinal,Henry Morton Robinson,1950,fiction
June 4,The Cardinal,Henry Morton Robinson,1950,fiction
June 11,The Cardinal,Henry Morton Robinson,1950,fiction
June 18,The Cardinal,Henry Morton Robinson,1950,fiction
June 25,The Cardinal,Henry Morton Robinson,1950,fiction
July 2,The Cardinal,Henry Morton Robinson,1950,fiction
July 9,The Cardinal,Henry Morton Robinson,1950,fiction
July 16,The Cardinal,Henry Morton Robinson,1950,fiction
July 23,The Cardinal,Henry Morton Robinson,1950,fiction
July 30,The Cardinal,Henry Morton Robinson,1950,fiction
August 6,The Cardinal,Henry Morton Robinson,1950,fiction
August 13,The Cardinal,Henry Morton Robinson,1950,fiction
August 20,The Cardinal,Henry Morton Robinson,1950,fiction
August 27,The Cardinal,Henry Morton Robinson,1950,fiction
September 3,The Cardinal,Henry Morton Robinson,1950,fiction
September 10,The Cardinal,Henry Morton Robinson,1950,fiction
September 17,The Cardinal,Henry Morton Robinson,1950,fiction
September 24,The Cardinal,Henry Morton Robinson,1950,fiction
October 1,The Cardinal,Henry Morton Robinson,1950,fiction
October 8,The Cardinal,Henry Morton Robinson,1950,fiction
October 15,Across the River and into the Trees,Ernest Hemingway,1950,fiction
October 22,Across the River and into the Trees,Ernest Hemingway,1950,fiction
October 29,Across the River and into the Trees,Ernest Hemingway,1950,fiction
November 5,Across the River and into the Trees,Ernest Hemingway,1950,fiction
November 12,Across the River and into the Trees,Ernest Hemingway,1950,fiction
November 19,Across the River and into the Trees,Ernest Hemingway,1950,fiction
November 26,Across the River and into the Trees,Ernest Hemingway,1950,fiction
December 3,The Disenchanted,Budd Schulberg,1950,fiction
December 10,The Disenchanted,Budd Schulberg,1950,fiction
December 17,The Disenchanted,Budd Schulberg,1950,fiction
December 24,The Disenchanted,Budd Schulberg,1950,fiction
December 31,The Disenchanted,Budd Schulberg,1950,fiction
