Date,Book,Author,Year,Genre
January 6,Jailbird,Kurt Vonnegut,1980,fiction
January 13,Jailbird,Kurt Vonnegut,1980,fiction
January 20,Smiley's People,John le Carré,1980,fiction
January 27,Smiley's People,John le Carré,1980,fiction
February 3,Smiley's People,John le Carré,1980,fiction
February 10,Smiley's People,John le Carré,1980,fiction
February 17,Princess Daisy,Judith Krantz,1980,fiction
February 24,Princess Daisy,Judith Krantz,1980,fiction
March 2,Princess Daisy,Judith Krantz,1980,fiction
March 9,Princess Daisy,Judith Krantz,1980,fiction
March 16,Princess Daisy,Judith Krantz,1980,fiction
March 23,The Bourne Identity,Robert Ludlum,1980,fiction
March 30,The Bourne Identity,Robert Ludlum,1980,fiction
April 6,The Bourne Identity,Robert Ludlum,1980,fiction
April 13,The Bourne Identity,Robert Ludlum,1980,fiction
April 20,The Bourne Identity,Robert Ludlum,1980,fiction
April 27,The Bourne Identity,Robert Ludlum,1980,fiction
May 4,The Bourne Identity,Robert Ludlum,1980,fiction
May 11,The Bourne Identity,Robert Ludlum,1980,fiction
May 18,The Bourne Identity,Robert Ludlum,1980,fiction
May 25,The Bourne Identity,Robert Ludlum,1980,fiction
June 1,The Bourne Identity,Robert Ludlum,1980,fiction
June 8,The Bourne Identity,Robert Ludlum,1980,fiction
June 15,The Bourne Identity,Robert Ludlum,1980,fiction
June 22,The Bourne Identity,Robert Ludlum,1980,fiction
June 29,The Bourne Identity,Robert Ludlum,1980,fiction
July 6,The Bourne Identity,Robert Ludlum,1980,fiction
July 13,Rage of Angels,Sidney Sheldon,1980,fiction
July 20,Rage of Angels,Sidney Sheldon,1980,fiction
July 27,Rage of Angels,Sidney Sheldon,1980,fiction
August 3,Rage of Angels,Sidney Sheldon,1980,fiction
August 10,Rage of Angels,Sidney Sheldon,1980,fiction
August 17,Rage of Angels,Sidney Sheldon,1980,fiction
August 24,Rage of Angels,Sidney Sheldon,1980,fiction
August 31,Rage of Angels,Sidney Sheldon,1980,fiction
September 7,Rage of Angels,Sidney Sheldon,1980,fiction
September 14,Rage of Angels,Sidney Sheldon,1980,fiction
September 21,Rage of Angels,Sidney Sheldon,1980,fiction
September 28,Firestarter,Stephen King,1980,fiction
October 5,Firestarter,Stephen King,1980,fiction
October 12,Firestarter,Stephen King,1980,fiction
October 19,The Key to Rebecca,Ken Follett,1980,fiction
October 26,The Key to Rebecca,Ken Follett,1980,fiction
November 2,The Covenant,James Michener,1980,fiction
November 9,The Covenant,James Michener,1980,fiction
November 16,The Covenant,James Michener,1980,fiction
November 23,The Covenant,James Michener,1980,fiction
November 30,The Covenant,James Michener,1980,fiction
December 7,The Covenant,James Michener,1980,fiction
December 14,The Covenant,James Michener,1980,fiction
December 21,The Covenant,James Michener,1980,fiction
December 28,The Covenant,James Michener,1980,fiction
