Date,Book,Author,Year,Genre
January 6,Peyton Place,Grace Metalious,1957,fiction
January 13,Peyton Place,Grace Metalious,1957,fiction
January 20,Peyton Place,Grace Metalious,1957,fiction
January 27,Peyton Place,Grace Metalious,1957,fiction
February 3,Peyton Place,Grace Metalious,1957,fiction
February 10,Peyton Place,Grace Metalious,1957,fiction
February 17,Peyton Place,Grace Metalious,1957,fiction
February 24,Peyton Place,Grace Metalious,1957,fiction
March 3,Peyton Place,Grace Metalious,1957,fiction
March 10,Peyton Place,Grace Metalious,1957,fiction
March 17,Peyton Place,Grace Metalious,1957,fiction
March 24,The Scapegoat,Daphne du Maurier,1957,fiction
March 31,The Scapegoat,Daphne du Maurier,1957,fiction
April 7,The Scapegoat,Daphne du Maurier,1957,fiction
April 14,The Scapegoat,Daphne du Maurier,1957,fiction
April 21,The Scapegoat,Daphne du Maurier,1957,fiction
April 28,The Scapegoat,Daphne du Maurier,1957,fiction
May 5,The Scapegoat,Daphne du Maurier,1957,fiction
May 12,The Scapegoat,Daphne du Maurier,1957,fiction
May 19,The Scapegoat,Daphne du Maurier,1957,fiction
May 26,The Scapegoat,Daphne du Maurier,1957,fiction
June 2,The Scapegoat,Daphne du Maurier,1957,fiction
June 9,The Scapegoat,Daphne du Maurier,1957,fiction
June 16,The Scapegoat,Daphne du Maurier,1957,fiction
June 23,The Scapegoat,Daphne du Maurier,1957,fiction
June 30,Peyton Place,Grace Metalious,1957,fiction
July 7,Peyton Place,Grace Metalious,1957,fiction
July 14,Peyton Place,Grace Metalious,1957,fiction
July 21,Peyton Place,Grace Metalious,1957,fiction
July 28,Peyton Place,Grace Metalious,1957,fiction
August 4,Peyton Place,Grace Metalious,1957,fiction
August 11,Peyton Place,Grace Metalious,1957,fiction
August 18,Peyton Place,Grace Metalious,1957,fiction
August 25,Peyton Place,Grace Metalious,1957,fiction
September 1,Peyton Place,Grace Metalious,1957,fiction
September 8,Peyton Place,Grace Metalious,1957,fiction
September 15,Peyton Place,Grace Metalious,1957,fiction
September 22,By Love Possessed,James Gould Cozzens,1957,fiction
September 29,By Love Possessed,James Gould Cozzens,1957,fiction
October 6,By Love Possessed,James Gould Cozzens,1957,fiction
October 13,By Love Possessed,James Gould Cozzens,1957,fiction
October 20,By Love Possessed,James Gould Cozzens,1957,fiction
October 27,By Love Possessed,James Gould Cozzens,1957,fiction
November 3,By Love Possessed,James Gould Cozzens,1957,fiction
November 10,By Love Possessed,James Gould Cozzens,1957,fiction
November 17,By Love Possessed,James Gould Cozzens,1957,fiction
November 24,By Love Possessed,James Gould Cozzens,1957,fiction
December 1,By Love Possessed,James Gould Cozzens,1957,fiction
December 8,By Love Possessed,James Gould Cozzens,1957,fiction
December 15,By Love Possessed,James Gould Cozzens,1957,fiction
December 22,By Love Possessed,James Gould Cozzens,1957,fiction
December 29,By Love Possessed,James Gould Cozzens,1957,fiction
