,Author,Book,Genre,Year
753,Nora Roberts,Shadow Spell,fiction,2014
754,J. R. Ward,The King,fiction,2014
755,Stuart Woods,Carnal Curiosity,fiction,2014
756,Nora Roberts,The Collector,fiction,2014
757,David Baldacci,The Target,fiction,2014
758,James Patterson,Unlucky 13,fiction,2014
759,Emily Giffin,The One and Only,fiction,2014
760,Jim Butcher,Skin Game,fiction,2014
761,Stephen King,Mr. Mercedes,fiction,2014
762,Diana Gabaldon,Written in My Own Heart's Blood,fiction,2014
763,Janet Evanovich,Top Secret Twenty-One,fiction,2014
764,James Patterson,Invisible,fiction,2014
765,Brad Thor,Act of War,fiction,2014
766,Deborah Harkness,The Book of Life,fiction,2014
767,Liane Moriarty,Big Little Lies,fiction,2014
768,Diana Gabaldon,Outlander,fiction,2014
769,Louise Penny,The Long Way Home,fiction,2014
770,Lee Child,Personal,fiction,2014
771,J. D. Robb,Festive in Death,fiction,2014
772,Ken Follett,Edge of Eternity,fiction,2014
773,John Grisham,Gray Mountain,fiction,2014
774,Nora Roberts,Blood Magick,fiction,2014
775,Michael Connelly,The Burning Room,fiction,2014
776,Stephen King,Revival,fiction,2014
777,Sylvia Day,Captivated by You,fiction,2014
778,James Patterson,Hope to Die,fiction,2014
779,Anthony Doerr,All the Light We Cannot See,fiction,2014
780,Paula Hawkins,The Girl on the Train,fiction,2015
781,Nora Roberts,The Liar,fiction,2015
782,David Baldacci,Memory Man,fiction,2015
783,John Sandford,Gathering Prey,fiction,2015
784,James Patterson,14th Deadly Sin,fiction,2015
785,Nelson DeMille,Radiant Angel,fiction,2015
786,Stephen King,Finders Keepers,fiction,2015
787,E. L. James,Grey,fiction,2015
788,Harper Lee,Go Set a Watchman,fiction,2015
789,James Patterson and Michael Ledwidge,Alert,fiction,2015
790,Sandra Brown,Friction,fiction,2015
791,Sue Grafton,X,fiction,2015
792,David Lagercrantz,The Girl in the Spider's Web,fiction,2015
793,Lee Child,Make Me,fiction,2015
794,Andy Weir,The Martian,fiction,2015
795,Vince Flynn and Kyle Mills,The Survivor,fiction,2015
796,Nicholas Sparks,See Me,fiction,2015
797,John Grisham,Rogue Lawyer,fiction,2015
798,Michael Connelly,The Crossing,fiction,2015
799,Janet Evanovich,Tricky Twenty-Two,fiction,2015
800,James Patterson,Cross Justice,fiction,2015
801,Kristin Hannah,The Nightingale,fiction,2015
802,Stuart Woods,Scandalous Behavior,fiction,2016
803,Danielle Steel,Blue,fiction,2016
804,James Patterson and Marshall Karp,NYPD Red 4,fiction,2016
805,J. D. Robb,Brotherhood In Death,fiction,2016
806,Pierce Brown,Morning Star,fiction,2016
807,Jeffrey Archer,Cometh the hour,fiction,2016
808,Jojo Moyes,Me Before You,fiction,2016
809,Clive Cussler and Justin Scott,The Gangster,fiction,2016
810,Patricia Briggs,Fire Touched,fiction,2016
811,James Patterson and Mark Sullivan,Private Paris,fiction,2016
812,Harlan Coben,Fool me once,fiction,2016
813,Sylvia Day,One with you,fiction,2016
814,Nora Roberts,The Obsession,fiction,2016
815,David Baldacci,The Last Mile,fiction,2016
816,John Sandford,Extreme Prey,fiction,2016
817,James Patterson and Maxine Paetro,15th Affair,fiction,2016
818,Stephen King,End of Watch,fiction,2016
819,Nora Roberts,Bay of Sighs,fiction,2016
820,James Patterson and Mark Sullivan,The Games,fiction,2016
821,Daniel Silva,The Black Widow,fiction,2016
822,Liane Moriarty,Truly Madly Guilty,fiction,2016
823,James Patterson and Michael Ledwidge,Bullseye,fiction,2016
824,Catherine Coulter,Insidious,fiction,2016
825,Louise Penny,A Great Reckoning,fiction,2016
826,J.D. Robb,Apprentice in Death,fiction,2016
827,John Sandford,Escape Clause,fiction,2016
828,John Grisham,The Whistler,fiction,2016
829,Michael Connelly,The Wrong Side of Goodbye,fiction,2016
830,Lee Child,Night School,fiction,2016
831,Janet Evanovich,Turbo Twenty-three,fiction,2016
832,James Patterson,Cross the Line,fiction,2016
833,Nora Roberts,Island of Glass,fiction,2016
834,Danielle Steel,The Mistress,fiction,2017
835,W. Bruce Cameron,A Dog's Purpose,fiction,2017
836,James Patterson and Candice Fox,Never Never,fiction,2017
837,Lisa Gardner,Right Behind You,fiction,2017
838,J. D. Robb,Echoes in Death,fiction,2017
839,Jonathan Kellerman,Heartbreak Hotel,fiction,2017
840,William P. Young,The Shack,fiction,2017
841,Greg Iles,Mississippi Blood,fiction,2017
842,James Patterson and David Ellis,The Black Book,fiction,2017
843,David Baldacci,The Fix,fiction,2017
844,John Sandford,Golden Prey,fiction,2017
845,James Patterson and Maxine Paetro,16th Seduction,fiction,2017
846,Paula Hawkins,Into the Water,fiction,2017
847,Nora Roberts,Come Sundown,fiction,2017
848,John Grisham,Camino Island,fiction,2017
849,Daniel Silva,House of Spies,fiction,2017
850,Michael Connelly,The Late Show,fiction,2017
851,James Patterson and Maxine Paetro,The Medical Examiner,fiction,2017
852,Debbie Macomber,Any Dream Will Do,fiction,2017
853,Sandra Brown,Seeing Red,fiction,2017
854,Sue Grafton,"""Y"" Is for Yesterday",fiction,2017
855,Louise Penny,Glass Houses,fiction,2017
856,J. D. Robb,Secrets in Death,fiction,2017
857,Ken Follett,A Column of Fire,fiction,2017
858,Nelson DeMille,The Cuban Affair,fiction,2017
859,Stephen King and Owen King,Sleeping Beauties,fiction,2017
860,Dan Brown,Origin,fiction,2017
861,John Grisham,The Rooster Bar,fiction,2017
862,Michael Connelly,Two Kinds of Truth,fiction,2017
863,Lee Child,The Midnight Line,fiction,2017
864,Janet Evanovich,Hardcore Twenty-Four,fiction,2017
865,James Patterson,The People vs. Alex Cross,fiction,2017
866,E. L. James,Darker: Fifty Shades Darker as Told by Christian,fiction,2017
867,Nora Roberts,Year One,fiction,2017
868,A.J. Finn,The Woman in the Window,fiction,2018
869,Douglas Preston and Lincoln Child,City of Endless Night,fiction,2018
870,Christine Feehan,Judgment Road,fiction,2018
871,J.D. Robb,Dark in Death,fiction,2018
872,Kristin Hannah,The Great Alone,fiction,2018
873,Patricia Briggs,Burn Bright,fiction,2018
874,Clive Cussler and Graham Brown,The Rising Sea,fiction,2018
875,Danielle Steel,Accidental Heroes,fiction,2018
876,C. J. Box,The Disappeared,fiction,2018
877,Ernest Cline,Ready Player One,fiction,2018
878,J.R. Ward,The Thief,fiction,2018
879,David Baldacci,The Fallen,fiction,2018
880,John Sandford,Twisted Prey,fiction,2018
881,James Patterson and Maxine Paetro,The 17th Suspect,fiction,2018
882,Danielle Steel,The Cast,fiction,2018
883,Stephen King,The Outsider,fiction,2018
884,Nora Roberts,Shelter in Place,fiction,2018
885,James Patterson and Bill Clinton,The President Is Missing,fiction,2018
886,Daniel Silva,The Other Woman,fiction,2018
887,Sandra Brown,Tailspin,fiction,2018
888,Kevin Kwan,Crazy Rich Asians,fiction,2018
889,J.D. Robb,Leverage In Death,fiction,2018
890,James Patterson and Nancy Allen,Juror #3,fiction,2018
891,Robert Galbraith,Lethal White,fiction,2018
892,Kyle Mills,Vince Flynn: Red War,fiction,2018
893,Jodi Picoult,A Spark Of Light,fiction,2018
894,John Sanford,Holy Ghost,fiction,2018
895,Nicholas Sparks,Every Breath,fiction,2018
896,John Grisham,The Reckoning,fiction,2018
897,Michael Connelly,Dark Sacred Night,fiction,2018
898,Lee Child,Past Tense,fiction,2018
899,Janet Evanovich,Look Alive Twenty-Five,fiction,2018
900,George R. R. Martin,Fire and Blood,fiction,2018
901,Louise Penny,Kingdom of the Blind,fiction,2018
902,Nora Roberts,Of Blood and Bone,fiction,2018
903,David Baldacci,Long Road to Mercy,fiction,2019
904,Douglas Preston and Lincoln Child,Verses for the Dead,fiction,2019
905,Danielle Steel,Turning Point,fiction,2019
906,Delia Owens,Where the Crawdads Sing,fiction,2019
907,J. D. Robb,Connections in Death,fiction,2019
908,David Baldacci,Redemption,fiction,2019
909,John Sandford,Neon Prey,fiction,2019
910,James Patterson and Maxine Paetro,18th Abduction,fiction,2019
911,Elin Hilderbrand,Summer of '69,fiction,2019
912,Nora Roberts,Under Currents,fiction,2019
913,Daniel Silva,The New Girl,fiction,2019
914,David Baldacci,One Good Deed,fiction,2019
915,Louise Penny,A Better Man,fiction,2019
916,J. D. Robb,Vendetta in Death,fiction,2019
917,Stephen King,The Institute,fiction,2019
918,Ta-Nehisi Coates,The Water Dancer,fiction,2019
919,John Sandford,Bloody Genius,fiction,2019
920,James Patterson and Maxine Paetro,The 19th Christmas,fiction,2019
921,John Grisham,The Guardians,fiction,2019
922,Michael Connelly,The Night Fire,fiction,2019
923,Lee Child,Blue Moon,fiction,2019
924,Janet Evanovich,Twisted Twenty-Six,fiction,2019
925,David Baldacci,A Minute to Midnight,fiction,2019
926,Nora Roberts,The Rise of Magicks,fiction,2019
927,Delia Owens,Where The Crawdads Sing,fiction,2019
928,Jeanine Cummins,American Dirt,fiction,2020
929,J.D. Robb,Golden in Death,fiction,2020
930,Mark Greaney,One Minute Out,fiction,2020
931,James Patterson and James O. Born,Blindside,fiction,2020
932,Sarah J. Maas,House of Earth and Blood,fiction,2020
933,Hilary Mantel,The Mirror and the Light,fiction,2020
934,Harlan Coben,The Boy from the Woods,fiction,2020
935,Celeste Ng,Little Fires Everywhere,fiction,2020
936,John Sandford,Masked Prey,fiction,2020
937,David Baldacci,Walk The Wire,fiction,2020
938,John Grisham,Camino Winds,fiction,2020
939,James Patterson and Maxine Paetro,The 20th Victim,fiction,2020
940,Brit Bennett,The Vanishing Half,fiction,2020
941,James Patterson and Brendan DuBois,The Summer House,fiction,2020
942,Elin Hilderbrand,28 Summers,fiction,2020
943,Daniel Silva,The Order,fiction,2020
944,Brad Thor,Near Dark,fiction,2020
945,Catherine Coulter,Deadlock,fiction,2020
946,Danielle Steel,Royal,fiction,2020
947,Sandra Brown,Thick as Thieves,fiction,2020
948,Louise Penny,All the Devils Are Here,fiction,2020
949,J.D. Robb,Shadows in Death,fiction,2020
950,Ken Follett,The Evening and the Morning,fiction,2020
951,Jodi Picoult,The Book of Two Ways,fiction,2020
952,Nicholas Sparks,The Return,fiction,2020
953,Elin Hilderbrand,Troubles in Paradise,fiction,2020
954,John Grisham,A Time for Mercy,fiction,2020
955,Lee Child and Andrew Child,The Sentinel,fiction,2020
956,Janet Evanovich,Fortune and Glory,fiction,2020
957,Michael Connelly,The Law of Innocence,fiction,2020
958,Brandon Sanderson,Rhythm of War,fiction,2020
959,Ernest Cline,Ready Player Two,fiction,2020
960,Julia Quinn,The Duke and I,fiction,2021
961,James Patterson and James O. Born,The Russian,fiction,2021
962,Kristin Hannah,The Four Winds,fiction,2021
963,Sarah J. Maas,A Court of Silver Flames,fiction,2021
964,Sister Souljah,Life After Death,fiction,2021
965,Harlen Coben,Win,fiction,2021
966,Amanda Gorman,The Hill We Climb,fiction,2021
967,John Sandford,Ocean Prey,fiction,2021
968,David Baldacci,A Gambling Man,fiction,2021
969,John Grisham,Sooley,fiction,2021
970,James Patterson and Maxine Paetro,21st Birthday,fiction,2021
971,James Herriot,All Things Wise and Wonderful,nonfiction,1978
972,James F. Fixx,The Complete Book of Running,nonfiction,1978
973,H. R. Haldeman with Joseph DiMona,The Ends of Power,nonfiction,1978
974,Erma Bombeck,"If Life is a Bowl of Cherries, What Am I Doing in the Pits?",nonfiction,1978
975,Christina Crawford,Mommie Dearest,nonfiction,1978
976,Erma Bombeck,Motherhood: the Second Oldest Profession,nonfiction,1984
977,Thomas J. Peters and Robert H. Waterman Jr.,In Search of Excellence,nonfiction,1984
978,Edward I. Koch with William Rauch,Mayor,nonfiction,1984
979,Rosalynn Carter,“First Lady from Plains”,nonfiction,1984
980,Bob Woodward,Wired: The Short Life and Fast Times of John Belushi,nonfiction,1984
981,Peter Collier and David Horowitz,The Kennedys: an American Drama,nonfiction,1984
982,Leo Buscaglia,Loving Each Other,nonfiction,1984
983,Lee Iacocca with William Novak,Iacocca: An Autobiography,nonfiction,1984
984,Tom Peters and Nancy Austin,A Passion for Excellence,nonfiction,1985
985,Chuck Yeager and Leo Janos,Yeager: An Autobiography,nonfiction,1985
986,Priscilla Beaulieu Presley with Sandra Harmon,Elvis and Me,nonfiction,1985
987,Charles Kuralt,A Life on the Road,nonfiction,1991
988,Robert Bly,Iron John,nonfiction,1991
989,Daniel Yergin,The Prize,nonfiction,1991
990,Vincent Bugliosi with Bruce B. Henderson,And the Sea Will Tell,nonfiction,1991
991,Julia Phillips,You'll Never Eat Lunch in This Town Again,nonfiction,1991
992,Kitty Kelley,Nancy Reagan,nonfiction,1991
993,Bob Woodward,The Commanders,nonfiction,1991
994,Alan M. Dershowitz,Chutzpah,nonfiction,1991
995,P. J. O'Rourke,Parliament of Whores,nonfiction,1991
996,Erma Bombeck,"When You Look Like Your Passport Photo, It's Time to Go Home",nonfiction,1991
997,Robert Fulghum,Uh-Oh,nonfiction,1991
998,Katharine Hepburn,Me: Stories of My Life,nonfiction,1991
999,James B. Stewart,Den of Thieves,nonfiction,1991
1000,Oliver L. North with William Novak,Under Fire,nonfiction,1991
1001,Rush H. Limbaugh,The Way Things Ought to Be,nonfiction,1993
1002,Bill Moyers,Healing and the Mind,nonfiction,1993
1003,Clarissa Pinkola Estes,Women Who Run with the Wolves,nonfiction,1993
1004,Arthur Ashe and Arnold Rampersad,Days of Grace,nonfiction,1993
1005,Betty J. Eadie with Curtis Taylor,Embraced by the Light,nonfiction,1993
1006,Jerry Seinfeld,Seinlanguage,nonfiction,1993
1007,Howard Stern,Private Parts,nonfiction,1993
1008,Rush H. Limbaugh,"See, I Told You So",nonfiction,1993
1009,William J. Bennett,The Book of Virtues,nonfiction,1994
1010,Bob Woodward,The Agenda,nonfiction,1994
1011,Paul Reiser,Couplehood,nonfiction,1994
1012,Barbara Bush,Barbara Bush: A Memoir,nonfiction,1994
1013,Tim Allen,Don't Stand Too Close to a Naked Man,nonfiction,1994
1014,Faye Resnick with Mike Walker,Nicole Brown Simpson,nonfiction,1994
1015,John Paul II,Crossing the Threshold of Hope,nonfiction,1994
1016,Richard Preston,The Hot Zone,nonfiction,1995
1017,O.J. Simpson,I Want to Tell You,nonfiction,1995
1018,Greg Louganis with Eric Marcus,Breaking the Surface,nonfiction,1995
1019,Robert S. McNamara with Brian VanDeMark,In Retrospect,nonfiction,1995
1020,John Feinstein,A Good Walk Spoiled,nonfiction,1995
1021,Gail Sheehy,New Passages,nonfiction,1995
1022,Newt Gingrich,To Renew America,nonfiction,1995
1023,Ellen DeGeneres,My Point... and I Do Have One,nonfiction,1995
1024,Colin L. Powell with Joseph E. Persico,My American Journey,nonfiction,1995
1025,Howard Stern,Miss America,nonfiction,1995
1026,Bill Gates with Nathan Myhrvold and Peter Rinearson,The Road Ahead,nonfiction,1995
1027,Hillary Rodham Clinton,It Takes a Village,nonfiction,1996
1028,Al Franken,Rush Limbaugh Is a Big Fat Idiot,nonfiction,1996
1029,James B. Stewart,Blood Sport,nonfiction,1996
1030,Christopher A. Darden with Jess Walter,In Contempt,nonfiction,1996
1031,Dennis Rodman with Tim Keown,Bad as I Wanna Be,nonfiction,1996
1032,Vincent Bugliosi,Outrage,nonfiction,1996
1033,Scott Adams,The Dilbert Principle,nonfiction,1996
1034,Gary Aldrich,Unlimited Access,nonfiction,1996
1035,Lawrence Schiller and James Willwerth,American Tragedy,nonfiction,1996
1036,James Hillman,The Soul's Code,nonfiction,1996
1037,Ekaterina Gordeeva with E. M. Swift,My Sergei,nonfiction,1996
1038,Frank McCourt,Angela's Ashes,nonfiction,1996
1039,Walter Cronkite,A Reporter's Life,nonfiction,1996
1040,Katharine Graham,Personal History,nonfiction,1997
1041,Mark Fuhrman,Murder in Brentwood,nonfiction,1997
1042,Peter Maas,Underboss,nonfiction,1997
1043,Carol Saline and Sharon J. Wohlmuth,Mothers & Daughters,nonfiction,1997
1044,Marcia Clark with Teresa Carpenter,Without a Doubt,nonfiction,1997
1045,Jon Krakauer,Into Thin Air,nonfiction,1997
1046,Billy Graham,Just as I Am,nonfiction,1997
1047,Kitty Kelley,The Royals,nonfiction,1997
1048,Andrew Morton,Diana: Her True Story - In Her Own Words,nonfiction,1997
1049,John Berendt,Midnight in the Garden of Good and Evil,nonfiction,1997
1050,James Van Praagh,Talking to Heaven,nonfiction,1998
1051,Mitch Albom,Tuesdays with Morrie,nonfiction,1998
1052,Thomas J. Stanley and William D. Danko,The Millionaire Next Door,nonfiction,1998
1053,Cokie Roberts,We Are Our Mothers' Daughters,nonfiction,1998
1054,Jimmy Buffett,A Pirate Looks at Fifty,nonfiction,1998
1055,Christopher Andersen,The Day Diana Died,nonfiction,1998
1056,William J. Bennett,The Death of Outrage,nonfiction,1998
1057,Peter Jennings and Todd Brewster,The Century,nonfiction,1998
1058,Tom Brokaw,The Greatest Generation,nonfiction,1998
1059,Andrew Morton,Monica's Story,nonfiction,1999
1060,George Stephanopoulos,All Too Human,nonfiction,1999
1061,Tom Clancy with Chuck Horner,Every Man a Tiger,nonfiction,1999
1062,Bob Woodward,Shadow,nonfiction,1999
1063,Frank McCourt,'Tis,nonfiction,1999
1064,Mick Foley,Have a Nice Day!,nonfiction,1999
1065,The Rock with Joe Layden,The Rock Says,nonfiction,2000
1066,James Bradley with Ron Powers,Flags of Our Fathers,nonfiction,2000
1067,Christopher Andersen,The Day John Died,nonfiction,2000
1068,Sylvia Browne with Lindsay Harrison,Life on the Other Side,nonfiction,2000
1069,Lance Armstrong with Sally Jenkins,It's Not about the Bike,nonfiction,2000
1070,Stephen Ambrose,Nothing Like It in the World,nonfiction,2000
1071,The Beatles,The Beatles Anthology,nonfiction,2000
1072,Bill O'Reilly,The O'Reilly Factor,nonfiction,2000
1073,Jimmy Carter,An Hour Before Daylight,nonfiction,2001
1074,Jerri Nielsen with Maryanne Vollers,Ice Bound,nonfiction,2001
1075,Dave Longaberger,Longaberger,nonfiction,2001
1076,Laura Hillenbrand,Seabiscuit,nonfiction,2001
1077,George Carlin,Napalm & Silly Putty,nonfiction,2001
1078,Mick Foley,Foley Is Good,nonfiction,2001
1079,David McCullough,John Adams,nonfiction,2001
1080,Stephen Ambrose,The Wild Blue,nonfiction,2001
1081,Jack Welch with John A. Byrne,Jack: Straight from the Gut,nonfiction,2001
1082,"Judith Miller, Stephen Engelberg and William Broad",Germs,nonfiction,2001
1083,Bill O'Reilly,The No Spin Zone,nonfiction,2001
1084,Editors of Life Magazine,One Nation,nonfiction,2001
1085,Bernard Goldberg,Bias,nonfiction,2002
1086,Tom Clancy,Shadow Warriors,nonfiction,2002
1087,Michael Moore,Stupid White Men,nonfiction,2002
1088,Michael J. Fox,Lucky Man,nonfiction,2002
1089,Robert A. Caro,Master of the Senate,nonfiction,2002
1090,Richard Blow,American Son,nonfiction,2002
1091,Mel Levine,A Mind at a Time,nonfiction,2002
1092,Marlo Thomas,The Right Words at the Right Time,nonfiction,2002
1093,John McEnroe with James Kaplan,You Cannot Be Serious,nonfiction,2002
1094,Ann Coulter,Slander,nonfiction,2002
1095,Lisa Beamer with Ken Abraham,Let's Roll!,nonfiction,2002
1096,Rudy Giuliani with Ken Kurson,Leadership,nonfiction,2002
1097,Kurt Cobain,Journals,nonfiction,2002
1098,Patricia Cornwell,Portrait of a Killer,nonfiction,2002
1099,Bob Woodward,Bush at War,nonfiction,2002
1100,Michael Savage,The Savage Nation,nonfiction,2003
1101,Po Bronson,What Should I Do with My Life?,nonfiction,2003
1102,Erik Larson,Devil in the White City,nonfiction,2003
1103,Robert Dallek,An Unfinished Life,nonfiction,2003
1104,Hillary Rodham Clinton,Living History,nonfiction,2003
1105,A. Scott Berg,Kate Remembered,nonfiction,2003
1106,Al Franken,Lies and the Lying Liars Who Tell Them,nonfiction,2003
1107,Bill O'Reilly,Who's Looking Out For You?,nonfiction,2003
1108,Michael Moore,"Dude, Where's My Country?",nonfiction,2003
1109,Paul Burrell,A Royal Duty,nonfiction,2003
1110,Rick Bragg,I Am a Soldier Too,nonfiction,2003
1111,Pete Rose with Rick Hill,My Prison Without Bars,nonfiction,2004
1112,Ron Suskind,The Price of Loyalty,nonfiction,2004
1113,Sean Hannity,Deliver Us from Evil,nonfiction,2004
1114,Richard Clarke,Against All Enemies,nonfiction,2004
1115,Bob Woodward,Plan of Attack,nonfiction,2004
1116,Lynne Truss,"Eats, Shoots & Leaves",nonfiction,2004
1117,David Sedaris,Dress Your Family in Corduroy and Denim,nonfiction,2004
1118,Tim Russert,Big Russ and Me,nonfiction,2004
1119,Bill Clinton,My Life,nonfiction,2004
1120,Tommy Franks with Malcolm McConnell,American Soldier,nonfiction,2004
1121,John O'Neill with Jerome Corsi,Unfit for Command,nonfiction,2004
1122,Kitty Kelley,The Family,nonfiction,2004
1123,Jon Stewart and The Daily Show writers,America: The Book,nonfiction,2004
1124,Amber Frey,Witness,nonfiction,2005
1125,Malcolm Gladwell,Blink,nonfiction,2005
1126,Jose Conseco,Juiced,nonfiction,2005
1127,Anne Bird,Blood Brother,nonfiction,2005
1128,Catherine Crier with Cole Thompson,A Deadly Game,nonfiction,2005
1129,Jane Fonda,My Life So Far,nonfiction,2005
1130,Thomas Friedman,The World Is Flat,nonfiction,2005
1131,Harry Frankfurt,On Bullshit,nonfiction,2005
1132,David McCullough,1776,nonfiction,2005
1133,Neal Boortz and John Linder,The FairTax Book,nonfiction,2005
1134,John Berendt,The City of Falling Angels,nonfiction,2005
1135,Al Franken,The Truth (with jokes),nonfiction,2005
1136,Jimmy Carter,Our Endangered Values,nonfiction,2005
1137,Frank McCourt,Teacher Man,nonfiction,2005
1138,Doris Kearns Goodwin,Team of Rivals,nonfiction,2006
1139,James Frey,My Friend Leonard,nonfiction,2006
1140,Sharon Rocha,For Laci,nonfiction,2006
1141,John Grogan,Marley & Me,nonfiction,2006
1142,Tyler Perry,Don't Make a Black Woman Take off Her Earrings,nonfiction,2006
1143,Anderson Cooper,Dispatches from the Edge,nonfiction,2006
1144,Ann Coulter,Godless: The Church of Liberalism,nonfiction,2006
1145,Tim Russert,Wisdom of Our Fathers,nonfiction,2006
1146,Thomas E. Ricks,Fiasco,nonfiction,2006
1147,Nora Ephron,I Feel Bad About My Neck,nonfiction,2006
1148,Bill O'Reilly,Culture Warrior,nonfiction,2006
1149,Bob Woodward,State of Denial,nonfiction,2006
1150,John Grisham,The Innocent Man,nonfiction,2006
1151,Barack Obama,The Audacity of Hope,nonfiction,2006
1152,Lee and Bob Woodruff,In an Instant,nonfiction,2007
1153,Ishmael Beah,A Long Way Gone,nonfiction,2007
1154,Walter Isaacson,Einstein,nonfiction,2007
1155,George Tenet,At the Center of the Storm,nonfiction,2007
1156,Christopher Hitchens,God Is Not Great,nonfiction,2007
1157,Al Gore,The Assault on Reason,nonfiction,2007
1158,Ronald Reagan,The Reagan Diaries,nonfiction,2007
1159,Tina Brown,The Diana Chronicles,nonfiction,2007
1160,Marcus Luttrell with Patrick Robinson,Lone Survivor,nonfiction,2007
1161,Tony Dungy with Nathan Whitaker,Quiet Strength,nonfiction,2007
1162,Denise Jackson with Ellen Vaughn,It's All About Him,nonfiction,2007
1163,Duane Chapman with Laura Morton,You Can Run But You Can't Hide,nonfiction,2007
1164,Pattie Boyd with Penny Junor,Wonderful Tonight,nonfiction,2007
1165,Bill Clinton,Giving: How Each of Us Can Change the World,nonfiction,2007
1166,Laura Ingraham,Power to the People,nonfiction,2007
1167,Alan Greenspan,The Age of Turbulence,nonfiction,2007
1168,Clarence Thomas,My Grandfather's Son,nonfiction,2007
1169,Stephen Colbert,I Am America (And So Can You!),nonfiction,2007
1170,Glenn Beck and Kevin Balfe,An Inconvenient Book,nonfiction,2007
1171,Michael Pollan,In Defense of Food,nonfiction,2008
1172,Andrew Morton,Tom Cruise: An Unauthorized Biography,nonfiction,2008
1173,Jonah Goldberg,Liberal Fascism,nonfiction,2008
1174,Valerie Bertinelli,Losing It,nonfiction,2008
1175,David Sheff,Beautiful Boy,nonfiction,2008
1176,"Don and Susie Van Ryn and Newell, Colleen and Whitney Cerak, with Mark Tabb",Mistaken Identity,nonfiction,2008
1177,Julie Andrews,Home,nonfiction,2008
1178,Chelsea Handler,"Are You There, Vodka? It's Me, Chelsea",nonfiction,2008
1179,Ron Paul,The Revolution: A Manifesto,nonfiction,2008
1180,Barbara Walters,Audition: A Memoir,nonfiction,2008
1181,Scott McClellan,What Happened,nonfiction,2008
1182,David Sedaris,When You Are Engulfed in Flames,nonfiction,2008
1183,Jerome R. Corsi,The Obama Nation: Leftist Politics and the Cult of Personality,nonfiction,2008
1184,Tori Spelling with Hilary Liftin,sTORI Telling,nonfiction,2008
1185,Thomas L. Friedman,"Hot, Flat, and Crowded",nonfiction,2008
1186,"James Patterson, Hal Friedman",Against Medical Advice: A True Story,nonfiction,2008
1187,Artie Lange with Anthony Bozza,Too Fat to Fish,nonfiction,2008
1188,Charles Krauthammer,Things That Matter,nonfiction,2008
1189,Malcolm Gladwell,Outliers,nonfiction,2008
1190,Joe Torre and Tom Verducci,The Yankee Years,nonfiction,2009
1191,Mark R. Levin,Liberty and Tyranny,nonfiction,2009
1192,Elizabeth Edwards,Resilience,nonfiction,2009
1193,Dick Morris and Eileen McGann,Catastrophe,nonfiction,2009
1194,Ian Halperin,Unmasked,nonfiction,2009
1195,Michelle Malkin,Culture of Corruption,nonfiction,2009
1196,Kathy Griffin,Official Book Club Selection,nonfiction,2009
1197,Edward M. Kennedy,True Compass,nonfiction,2009
1198,"Glenn Beck, Kevin Balfe, and others",Arguing with Idiots,nonfiction,2009
1199,Mitch Albom,Have a Little Faith,nonfiction,2009
1200,Bill Simmons,The Book of Basketball,nonfiction,2009
1201,Andre Agassi,Open,nonfiction,2009
1202,Sarah Palin,Going Rogue,nonfiction,2009
1203,Elizabeth Gilbert,Committed,nonfiction,2010
1204,John Heilemann and Mark Halperin,Game Change,nonfiction,2010
1205,Mitt Romney,No Apology,nonfiction,2010
1206,Chelsea Handler,Chelsea Chelsea Bang Bang,nonfiction,2010
1207,Michael Lewis,The Big Short,nonfiction,2010
1208,Kitty Kelley,Oprah: A Biography,nonfiction,2010
1209,Laura Bush,Spoken from the Heart,nonfiction,2010
1210,Justin Halpern,Shit My Dad Says,nonfiction,2010
1211,Laura Ingraham,The Obama Diaries,nonfiction,2010
1212,David Limbaugh,Crimes Against Liberty,nonfiction,2010
1213,Stephen Hawking and Leonard Mlodinow,The Grand Design,nonfiction,2010
1214,Jon Stewart and others,Earth (The Book),nonfiction,2010
1215,Bob Woodward,Obama's Wars,nonfiction,2010
1216,Keith Richards with James Fox,Life,nonfiction,2010
1217,George W. Bush,Decision Points,nonfiction,2010
1218,Laura Hillenbrand,Unbroken,nonfiction,2011
1219,Donald Rumsfeld,Known and Unknown,nonfiction,2011
1220,David Brooks,The Social Animal,nonfiction,2011
1221,Sammy Hagar with Joel Selvin,Red,nonfiction,2011
1222,Howard Schultz with Joanne Gordon,Onward,nonfiction,2011
1223,Tina Fey,Bossypants,nonfiction,2011
1224,Chelsea Handler,Lies That Chelsea Handler Told Me,nonfiction,2011
1225,Erik Larson,In the Garden of Beasts,nonfiction,2011
1226,James Andrew Miller and Tom Shales,Those Guys Have All the Fun,nonfiction,2011
1227,David McCullough,The Greater Journey,nonfiction,2011
1228,Jaycee Dugard,A Stolen Life,nonfiction,2011
1229,Dick Cheney,In My Time,nonfiction,2011
1230,Jacqueline Kennedy Onassis,Jacqueline Kennedy,nonfiction,2011
1231,Bill O'Reilly and Martin Dugard,Killing Lincoln,nonfiction,2011
1232,Walter Isaacson,Steve Jobs,nonfiction,2011
1233,Chris Kyle with Scott McEwen and Jim DeFelice,American Sniper,nonfiction,2012
1234,Mark Levin,Ameritopia,nonfiction,2012
1235,Jonah Lehrer,Imagine,nonfiction,2012
1236,Rachel Maddow,Drift,nonfiction,2012
1237,Robert Caro,The Passage of Power,nonfiction,2012
